timestamp,feature_id,model,query_tokens,response_tokens,cost_usd,latency_ms
2026-04-29T12:18:34Z,FT_013,gpt-4o,1214,1386,0.016895,2675
2026-04-29T12:25:02Z,FT_018,claude-sonnet-4-5,2055,490,0.013515,1796
2026-04-29T12:31:46Z,FT_003,gpt-4o,3306,196,0.010225,2299
2026-04-29T12:40:17Z,FT_005,claude-sonnet-4-5,1695,548,0.013305,1979
2026-04-29T14:18:26Z,FT_009,claude-opus-4-1,3645,2001,0.20475,7009
2026-04-29T14:34:55Z,FT_009,claude-opus-4-1,3777,1189,0.14583,6762
2026-04-29T15:06:22Z,FT_005,claude-sonnet-4-5,2543,645,0.017304,1690
2026-04-29T15:18:25Z,FT_001,claude-sonnet-4-5,2243,380,0.012429,1249
2026-04-29T15:27:56Z,FT_014,claude-haiku-4-5,1302,57,0.001587,278
2026-04-29T16:00:53Z,FT_015,claude-opus-4-1,17950,5749,0.700425,11854
2026-04-29T16:06:40Z,FT_010,gpt-4o-mini,727,282,0.000278,589
2026-04-29T17:38:17Z,FT_004,claude-haiku-4-5,604,139,0.001299,506
2026-04-29T17:38:40Z,FT_004,claude-haiku-4-5,786,159,0.001581,446
2026-04-29T17:46:18Z,FT_001,claude-sonnet-4-5,1899,324,0.010557,1358
2026-04-29T18:27:36Z,FT_011,claude-haiku-4-5,976,289,0.002421,639
2026-04-29T19:32:58Z,FT_013,gpt-4o,1395,1682,0.020308,2812
2026-04-29T20:03:22Z,FT_008,gpt-4o,12458,1333,0.044475,3855
2026-04-29T21:04:56Z,FT_014,claude-haiku-4-5,1224,91,0.001679,292
2026-04-29T21:30:50Z,FT_002,claude-sonnet-4-5,2041,1060,0.022023,2052
2026-04-29T21:39:26Z,FT_014,claude-haiku-4-5,1536,95,0.002011,318
2026-04-29T22:03:34Z,FT_002,claude-sonnet-4-5,2372,743,0.018261,1568
2026-04-30T00:56:57Z,FT_010,gpt-4o-mini,654,304,0.000281,734
2026-04-30T01:06:06Z,FT_014,claude-haiku-4-5,1720,87,0.002155,368
2026-04-30T01:48:32Z,FT_018,claude-sonnet-4-5,2187,620,0.015861,1663
2026-04-30T05:25:28Z,FT_010,gpt-4o-mini,898,242,0.00028,763
2026-04-30T06:16:16Z,FT_012,gpt-4o,1352,953,0.01291,1363
2026-04-30T07:02:20Z,FT_007,claude-sonnet-4-5,1082,280,0.007446,1336
2026-04-30T09:25:51Z,FT_009,claude-opus-4-1,5159,1186,0.166335,6604
2026-04-30T09:41:26Z,FT_011,claude-haiku-4-5,1012,271,0.002367,463
2026-04-30T10:04:39Z,FT_013,gpt-4o,1246,2021,0.023325,2752
2026-04-30T10:11:40Z,FT_001,claude-sonnet-4-5,2041,476,0.013263,1498
2026-04-30T10:23:09Z,FT_016,claude-sonnet-4-5,1923,363,0.011214,1154
2026-04-30T10:27:27Z,FT_014,claude-haiku-4-5,1218,103,0.001733,373
2026-04-30T10:57:18Z,FT_015,claude-opus-4-1,16925,4848,0.617475,11713
2026-04-30T11:36:03Z,FT_006,claude-opus-4-1,9899,2370,0.326235,8688
2026-04-30T11:58:25Z,FT_007,claude-sonnet-4-5,1571,456,0.011553,1358
2026-04-30T12:00:09Z,FT_009,claude-opus-4-1,4767,1505,0.18438,5617
2026-04-30T12:24:43Z,FT_011,claude-haiku-4-5,789,173,0.001654,595
2026-04-30T12:31:25Z,FT_012,gpt-4o,1471,741,0.011088,1548
2026-04-30T12:36:54Z,FT_014,claude-haiku-4-5,1593,92,0.002053,334
2026-04-30T12:48:13Z,FT_012,gpt-4o,1535,1020,0.014038,1364
2026-04-30T12:55:38Z,FT_010,gpt-4o-mini,721,249,0.000258,652
2026-04-30T12:59:25Z,FT_002,claude-sonnet-4-5,2148,848,0.019164,1918
2026-04-30T13:29:35Z,FT_001,claude-sonnet-4-5,1356,370,0.009618,1270
2026-04-30T13:37:31Z,FT_013,gpt-4o,1222,1877,0.021825,3224
2026-04-30T13:40:51Z,FT_007,claude-sonnet-4-5,1343,470,0.011079,1314
2026-04-30T14:12:52Z,FT_010,gpt-4o-mini,829,352,0.000336,670
2026-04-30T14:12:57Z,FT_015,claude-opus-4-1,20105,5894,0.743625,10919
2026-04-30T14:13:58Z,FT_008,gpt-4o,14789,1842,0.055392,3602
2026-04-30T14:26:16Z,FT_001,claude-sonnet-4-5,2079,325,0.011112,1352
2026-04-30T14:31:54Z,FT_011,claude-haiku-4-5,887,183,0.001802,496
2026-04-30T15:00:19Z,FT_003,gpt-4o,2653,199,0.008622,2527
2026-04-30T15:02:46Z,FT_005,claude-sonnet-4-5,1633,602,0.013929,1908
2026-04-30T15:04:14Z,FT_002,claude-sonnet-4-5,2804,643,0.018057,1760
2026-04-30T15:38:46Z,FT_001,claude-sonnet-4-5,2048,294,0.010554,1065
2026-04-30T15:41:43Z,FT_004,claude-haiku-4-5,744,187,0.001679,495
2026-04-30T15:46:26Z,FT_003,gpt-4o,3565,186,0.010773,2198
2026-04-30T16:04:52Z,FT_008,gpt-4o,12096,1671,0.04695,4137
2026-04-30T16:07:46Z,FT_014,claude-haiku-4-5,1443,101,0.001948,297
2026-04-30T16:47:31Z,FT_004,claude-haiku-4-5,671,204,0.001691,401
2026-04-30T17:06:19Z,FT_006,claude-opus-4-1,9191,4128,0.447465,8213
2026-04-30T17:23:36Z,FT_009,claude-opus-4-1,4004,1299,0.157485,5578
2026-04-30T17:40:26Z,FT_005,claude-sonnet-4-5,2307,515,0.014646,1706
2026-04-30T18:17:00Z,FT_018,claude-sonnet-4-5,1879,793,0.017532,1727
2026-04-30T18:35:07Z,FT_001,claude-sonnet-4-5,1517,297,0.009006,1522
2026-04-30T19:34:46Z,FT_003,gpt-4o,3921,209,0.011893,1952
2026-04-30T20:51:00Z,FT_004,claude-haiku-4-5,760,164,0.00158,430
2026-04-30T21:06:55Z,FT_004,claude-haiku-4-5,619,147,0.001354,412
2026-05-01T01:08:40Z,FT_014,claude-haiku-4-5,1639,86,0.002069,385
2026-05-01T01:51:06Z,FT_003,gpt-4o,3706,228,0.011545,2053
2026-05-01T02:18:26Z,FT_009,claude-opus-4-1,4435,1708,0.194625,6180
2026-05-01T06:26:23Z,FT_001,claude-sonnet-4-5,13124,392,0.045252,3589
2026-05-01T08:17:25Z,FT_008,gpt-4o,13216,2075,0.05379,4632
2026-05-01T09:26:37Z,FT_011,claude-haiku-4-5,1013,300,0.002513,445
2026-05-01T09:55:11Z,FT_005,claude-sonnet-4-5,2124,503,0.013917,1781
2026-05-01T09:57:46Z,FT_018,claude-sonnet-4-5,2345,611,0.0162,1623
2026-05-01T10:24:27Z,FT_003,gpt-4o,3758,147,0.010865,2237
2026-05-01T11:24:39Z,FT_005,claude-sonnet-4-5,2019,616,0.015297,1980
2026-05-01T11:39:29Z,FT_014,claude-haiku-4-5,1200,99,0.001695,340
2026-05-01T11:50:06Z,FT_016,claude-sonnet-4-5,1739,510,0.012867,1658
2026-05-01T11:57:58Z,FT_015,claude-opus-4-1,17282,5017,0.635505,10758
2026-05-01T12:06:16Z,FT_007,claude-sonnet-4-5,1741,270,0.009273,1110
2026-05-01T12:21:11Z,FT_007,claude-sonnet-4-5,1188,340,0.008664,1185
2026-05-01T12:21:54Z,FT_004,claude-haiku-4-5,566,201,0.001571,414
2026-05-01T12:40:34Z,FT_009,claude-opus-4-1,3515,1514,0.166275,6507
2026-05-01T12:49:15Z,FT_004,claude-haiku-4-5,618,189,0.001563,357
2026-05-01T13:00:18Z,FT_012,gpt-4o,1219,703,0.010077,1243
2026-05-01T13:11:09Z,FT_013,gpt-4o,951,2188,0.024258,2579
2026-05-01T13:16:36Z,FT_010,gpt-4o-mini,849,292,0.000303,692
2026-05-01T14:05:04Z,FT_010,gpt-4o-mini,715,292,0.000282,626
2026-05-01T14:08:40Z,FT_001,claude-sonnet-4-5,11130,433,0.039885,3703
2026-05-01T14:11:41Z,FT_012,gpt-4o,1730,682,0.011145,1572
2026-05-01T14:24:22Z,FT_014,claude-haiku-4-5,1606,99,0.002101,345
2026-05-01T14:32:27Z,FT_008,gpt-4o,9533,1297,0.036803,4164
2026-05-01T14:53:44Z,FT_007,claude-sonnet-4-5,1607,329,0.009756,1141
2026-05-01T14:57:29Z,FT_010,gpt-4o-mini,723,243,0.000254,646
2026-05-01T15:00:32Z,FT_011,claude-haiku-4-5,797,232,0.001957,539
2026-05-01T15:17:32Z,FT_004,claude-haiku-4-5,525,151,0.00128,359
2026-05-01T15:36:09Z,FT_006,claude-opus-4-1,6386,3001,0.320865,7339
2026-05-01T15:41:41Z,FT_014,claude-haiku-4-5,1513,87,0.001948,326
2026-05-01T16:01:36Z,FT_006,claude-opus-4-1,10137,3559,0.41898,9795
2026-05-01T16:40:22Z,FT_002,claude-sonnet-4-5,2645,1008,0.023055,1804
2026-05-01T17:00:26Z,FT_002,claude-sonnet-4-5,1998,839,0.018579,1856
2026-05-01T17:08:56Z,FT_018,claude-sonnet-4-5,1906,452,0.012498,1614
2026-05-01T17:44:48Z,FT_001,claude-sonnet-4-5,11368,462,0.041034,3919
2026-05-01T17:48:36Z,FT_003,gpt-4o,3415,180,0.010337,2477
2026-05-01T18:06:48Z,FT_004,claude-haiku-4-5,769,183,0.001684,502
2026-05-01T18:31:51Z,FT_013,gpt-4o,1375,1481,0.018247,3176
2026-05-01T18:43:36Z,FT_015,claude-opus-4-1,14399,3916,0.509685,12392
2026-05-01T18:56:42Z,FT_001,claude-sonnet-4-5,12058,432,0.042654,3506
2026-05-01T19:28:48Z,FT_010,gpt-4o-mini,992,359,0.000364,584
2026-05-01T19:37:09Z,FT_001,claude-sonnet-4-5,11226,431,0.040143,3682
2026-05-01T21:13:50Z,FT_012,gpt-4o,1365,884,0.012253,1167
2026-05-01T22:54:51Z,FT_011,claude-haiku-4-5,648,191,0.001603,481
2026-05-01T23:39:41Z,FT_009,claude-opus-4-1,3515,1281,0.1488,5929
2026-05-02T01:09:07Z,FT_009,claude-opus-4-1,4121,1790,0.196065,5030
2026-05-02T06:46:11Z,FT_001,claude-sonnet-4-5,11454,438,0.040932,3925
2026-05-02T07:18:44Z,FT_018,claude-sonnet-4-5,2371,524,0.014973,1382
2026-05-02T08:26:42Z,FT_009,claude-opus-4-1,4356,1573,0.183315,6124
2026-05-02T08:28:37Z,FT_013,gpt-4o,1238,1721,0.020305,2687
2026-05-02T08:45:27Z,FT_007,claude-sonnet-4-5,1279,392,0.009717,1065
2026-05-02T08:57:16Z,FT_011,claude-haiku-4-5,710,252,0.00197,606
2026-05-02T08:58:01Z,FT_018,claude-sonnet-4-5,1712,619,0.014421,1992
2026-05-02T09:44:37Z,FT_012,gpt-4o,1478,744,0.011135,1479
2026-05-02T09:58:14Z,FT_001,claude-sonnet-4-5,11370,390,0.03996,3665
2026-05-02T10:08:32Z,FT_011,claude-haiku-4-5,946,291,0.002401,520
2026-05-02T10:23:35Z,FT_015,claude-opus-4-1,20687,4049,0.61398,13309
2026-05-02T10:25:59Z,FT_004,claude-haiku-4-5,585,136,0.001265,494
2026-05-02T10:36:23Z,FT_005,claude-sonnet-4-5,2253,407,0.012864,1697
2026-05-02T10:58:48Z,FT_007,claude-sonnet-4-5,1724,468,0.012192,1190
2026-05-02T11:08:08Z,FT_001,claude-sonnet-4-5,12107,374,0.041931,3619
2026-05-02T11:08:52Z,FT_004,claude-haiku-4-5,491,146,0.001221,524
2026-05-02T11:16:09Z,FT_008,gpt-4o,10617,1300,0.039543,3732
2026-05-02T11:25:40Z,FT_002,claude-sonnet-4-5,2911,776,0.020373,1864
2026-05-02T11:31:27Z,FT_003,gpt-4o,2748,229,0.00916,2263
2026-05-02T11:32:33Z,FT_015,claude-opus-4-1,19734,5715,0.724635,14777
2026-05-02T11:46:41Z,FT_014,claude-haiku-4-5,1183,103,0.001698,361
2026-05-02T11:47:57Z,FT_014,claude-haiku-4-5,1215,69,0.00156,344
2026-05-02T12:28:00Z,FT_014,claude-haiku-4-5,1451,103,0.001966,305
2026-05-02T13:11:35Z,FT_008,gpt-4o,10686,1586,0.042575,4996
2026-05-02T13:12:57Z,FT_002,claude-sonnet-4-5,2222,975,0.021291,2094
2026-05-02T13:13:34Z,FT_003,gpt-4o,3027,161,0.009177,2101
2026-05-02T13:44:46Z,FT_005,claude-sonnet-4-5,1941,531,0.013788,2005
2026-05-02T13:59:57Z,FT_001,claude-sonnet-4-5,13645,365,0.04641,3928
2026-05-02T14:23:14Z,FT_006,claude-opus-4-1,7849,3590,0.386985,9283
2026-05-02T14:41:36Z,FT_009,claude-opus-4-1,4963,1920,0.218445,6360
2026-05-02T14:52:08Z,FT_007,claude-sonnet-4-5,1296,318,0.008658,1219
2026-05-02T15:09:23Z,FT_010,gpt-4o-mini,896,339,0.000338,614
2026-05-02T15:31:50Z,FT_006,claude-opus-4-1,9709,3232,0.388035,7812
2026-05-02T15:38:27Z,FT_001,claude-sonnet-4-5,12022,419,0.042351,3271
2026-05-02T15:48:09Z,FT_014,claude-haiku-4-5,1165,81,0.00157,387
2026-05-02T16:46:45Z,FT_012,gpt-4o,1364,682,0.01023,1173
2026-05-02T17:39:21Z,FT_010,gpt-4o-mini,726,297,0.000287,631
2026-05-02T18:10:08Z,FT_010,gpt-4o-mini,879,315,0.000321,601
2026-05-02T18:20:25Z,FT_010,gpt-4o-mini,915,309,0.000323,709
2026-05-02T18:46:44Z,FT_012,gpt-4o,1404,799,0.0115,1302
2026-05-02T18:46:56Z,FT_004,claude-haiku-4-5,495,151,0.00125,468
2026-05-02T18:48:35Z,FT_003,gpt-4o,3055,185,0.009487,2254
2026-05-02T19:13:56Z,FT_011,claude-haiku-4-5,1009,307,0.002544,563
2026-05-02T19:28:54Z,FT_013,gpt-4o,956,2069,0.02308,2995
2026-05-02T20:04:50Z,FT_016,claude-sonnet-4-5,1658,519,0.012759,1627
2026-05-02T21:56:19Z,FT_004,claude-haiku-4-5,590,173,0.001455,414
2026-05-03T00:45:15Z,FT_013,gpt-4o,1112,1952,0.0223,2975
2026-05-03T02:49:06Z,FT_011,claude-haiku-4-5,960,291,0.002415,483
2026-05-03T03:12:55Z,FT_012,gpt-4o,1611,771,0.011737,1448
2026-05-03T08:08:27Z,FT_015,claude-opus-4-1,14525,6194,0.682425,13509
2026-05-03T08:09:49Z,FT_012,gpt-4o,1765,925,0.013662,1333
2026-05-03T08:20:32Z,FT_011,claude-haiku-4-5,823,283,0.002238,505
2026-05-03T08:22:14Z,FT_011,claude-haiku-4-5,684,195,0.001659,442
2026-05-03T09:02:01Z,FT_003,gpt-4o,2820,209,0.00914,1949
2026-05-03T09:27:40Z,FT_004,claude-haiku-4-5,534,130,0.001184,388
2026-05-03T09:39:04Z,FT_003,gpt-4o,3886,180,0.011515,2558
2026-05-03T10:06:18Z,FT_007,claude-sonnet-4-5,1368,392,0.009984,1169
2026-05-03T10:17:58Z,FT_006,claude-opus-4-1,10156,3209,0.393015,7520
2026-05-03T10:19:49Z,FT_003,gpt-4o,2608,196,0.00848,2520
2026-05-03T10:27:01Z,FT_001,claude-sonnet-4-5,11646,408,0.041058,3632
2026-05-03T11:10:48Z,FT_014,claude-haiku-4-5,1326,80,0.001726,363
2026-05-03T11:16:01Z,FT_001,claude-sonnet-4-5,12589,443,0.044412,3898
2026-05-03T11:32:45Z,FT_010,gpt-4o-mini,674,317,0.000291,594
2026-05-03T11:43:43Z,FT_013,gpt-4o,1328,1297,0.01629,3105
2026-05-03T11:49:07Z,FT_004,claude-haiku-4-5,537,183,0.001452,524
2026-05-03T11:51:21Z,FT_014,claude-haiku-4-5,1628,89,0.002073,311
2026-05-03T12:20:18Z,FT_009,claude-opus-4-1,4978,1904,0.21747,6315
2026-05-03T12:27:31Z,FT_008,gpt-4o,11884,1529,0.045,3911
2026-05-03T12:27:59Z,FT_006,claude-opus-4-1,7510,3040,0.34065,8164
2026-05-03T12:37:44Z,FT_007,claude-sonnet-4-5,1324,371,0.009537,1124
2026-05-03T13:17:56Z,FT_014,claude-haiku-4-5,1640,71,0.001995,297
2026-05-03T13:24:35Z,FT_001,claude-sonnet-4-5,12839,442,0.045147,3701
2026-05-03T13:26:08Z,FT_018,claude-sonnet-4-5,1951,791,0.017718,1604
2026-05-03T13:46:04Z,FT_016,claude-sonnet-4-5,1777,451,0.012096,1595
2026-05-03T14:05:30Z,FT_009,claude-opus-4-1,4985,1200,0.164775,6825
2026-05-03T14:08:48Z,FT_004,claude-haiku-4-5,500,230,0.00165,478
2026-05-03T14:22:03Z,FT_004,claude-haiku-4-5,720,181,0.001625,437
2026-05-03T14:32:11Z,FT_002,claude-sonnet-4-5,2227,702,0.017211,2168
2026-05-03T14:40:40Z,FT_012,gpt-4o,1426,723,0.010795,1280
2026-05-03T14:47:02Z,FT_001,claude-sonnet-4-5,11684,465,0.042027,3218
2026-05-03T15:06:11Z,FT_005,claude-sonnet-4-5,2159,656,0.016317,1482
2026-05-03T15:12:30Z,FT_018,claude-sonnet-4-5,2595,544,0.015945,1429
2026-05-03T15:26:19Z,FT_010,gpt-4o-mini,1014,247,0.0003,617
2026-05-03T15:41:46Z,FT_010,gpt-4o-mini,743,356,0.000325,752
2026-05-03T15:48:09Z,FT_010,gpt-4o-mini,852,339,0.000331,728
2026-05-03T15:48:20Z,FT_015,claude-opus-4-1,21678,3598,0.59502,12607
2026-05-03T16:22:06Z,FT_001,claude-sonnet-4-5,11643,360,0.040329,3943
2026-05-03T16:43:29Z,FT_014,claude-haiku-4-5,1588,62,0.001898,371
2026-05-03T17:06:26Z,FT_005,claude-sonnet-4-5,2185,517,0.01431,1527
2026-05-03T17:20:57Z,FT_009,claude-opus-4-1,3263,1212,0.139845,5314
2026-05-03T17:45:27Z,FT_002,claude-sonnet-4-5,2593,1035,0.023304,1905
2026-05-03T18:51:22Z,FT_007,claude-sonnet-4-5,1166,369,0.009033,1156
2026-05-03T20:41:59Z,FT_008,gpt-4o,14751,2275,0.059627,4558
2026-05-04T01:23:19Z,FT_004,claude-haiku-4-5,504,195,0.001479,436
2026-05-04T07:19:19Z,FT_010,gpt-4o-mini,665,219,0.000231,622
2026-05-04T08:57:29Z,FT_009,claude-opus-4-1,5195,1822,0.214575,5511
2026-05-04T09:03:27Z,FT_014,claude-haiku-4-5,1720,80,0.00212,311
2026-05-04T09:24:59Z,FT_008,gpt-4o,10345,1831,0.044173,4570
2026-05-04T09:25:34Z,FT_014,claude-haiku-4-5,1375,89,0.00182,295
2026-05-04T09:36:29Z,FT_001,claude-sonnet-4-5,11295,370,0.039435,3819
2026-05-04T09:40:12Z,FT_007,claude-sonnet-4-5,1505,445,0.01119,1326
2026-05-04T09:59:16Z,FT_004,claude-haiku-4-5,749,225,0.001874,423
2026-05-04T10:00:56Z,FT_008,gpt-4o,12321,2033,0.051132,5014
2026-05-04T10:08:01Z,FT_002,claude-sonnet-4-5,2612,1056,0.023676,2102
2026-05-04T10:28:42Z,FT_011,claude-haiku-4-5,915,257,0.0022,498
2026-05-04T10:54:40Z,FT_001,claude-sonnet-4-5,11861,387,0.041388,3382
2026-05-04T11:00:24Z,FT_015,claude-opus-4-1,21643,4749,0.68082,12435
2026-05-04T11:12:19Z,FT_003,gpt-4o,3529,216,0.010983,2310
2026-05-04T11:21:17Z,FT_011,claude-haiku-4-5,873,234,0.002043,570
2026-05-04T11:25:36Z,FT_005,claude-sonnet-4-5,2250,546,0.01494,2052
2026-05-04T11:27:49Z,FT_011,claude-haiku-4-5,715,205,0.00174,534
2026-05-04T11:28:41Z,FT_012,gpt-4o,1854,817,0.012805,1339
2026-05-04T12:09:06Z,FT_018,claude-sonnet-4-5,2280,739,0.017925,1959
2026-05-04T12:34:40Z,FT_012,gpt-4o,1440,606,0.00966,1189
2026-05-04T12:45:56Z,FT_009,claude-opus-4-1,4525,1340,0.168375,5055
2026-05-04T13:02:52Z,FT_007,claude-sonnet-4-5,1660,352,0.01026,1461
2026-05-04T13:25:12Z,FT_003,gpt-4o,3354,208,0.010465,1873
2026-05-04T13:30:30Z,FT_012,gpt-4o,1864,761,0.01227,1628
2026-05-04T13:46:54Z,FT_010,gpt-4o-mini,960,324,0.000338,688
2026-05-04T14:13:48Z,FT_003,gpt-4o,2668,219,0.00886,1985
2026-05-04T14:13:56Z,FT_009,claude-opus-4-1,3624,1767,0.186885,6500
2026-05-04T14:17:14Z,FT_001,claude-sonnet-4-5,12168,429,0.042939,3181
2026-05-04T14:25:03Z,FT_004,claude-haiku-4-5,639,179,0.001534,474
2026-05-04T15:39:57Z,FT_014,claude-haiku-4-5,1081,57,0.001366,311
2026-05-04T16:01:45Z,FT_007,claude-sonnet-4-5,1222,378,0.009336,1061
2026-05-04T16:04:41Z,FT_006,claude-opus-4-1,7377,3047,0.33918,7250
2026-05-04T16:12:14Z,FT_018,claude-sonnet-4-5,2631,740,0.018993,1978
2026-05-04T16:17:57Z,FT_010,gpt-4o-mini,756,253,0.000265,710
2026-05-04T16:23:28Z,FT_005,claude-sonnet-4-5,1678,665,0.015009,1630
2026-05-04T16:35:58Z,FT_006,claude-opus-4-1,6898,2980,0.32697,8822
2026-05-04T16:41:35Z,FT_001,claude-sonnet-4-5,11193,400,0.039579,3308
2026-05-04T16:45:01Z,FT_010,gpt-4o-mini,651,277,0.000264,673
2026-05-04T16:54:08Z,FT_014,claude-haiku-4-5,1507,85,0.001932,371
2026-05-04T16:59:55Z,FT_013,gpt-4o,1329,1743,0.020753,2497
2026-05-04T17:01:17Z,FT_001,claude-sonnet-4-5,12289,395,0.042792,3770
2026-05-04T17:02:31Z,FT_002,claude-sonnet-4-5,2047,665,0.016116,1852
2026-05-04T17:53:13Z,FT_015,claude-opus-4-1,20396,5418,0.71229,13178
2026-05-04T20:28:41Z,FT_016,claude-sonnet-4-5,2079,452,0.013017,1668
2026-05-04T21:29:02Z,FT_013,gpt-4o,1165,1758,0.020492,2608
2026-05-04T23:27:54Z,FT_004,claude-haiku-4-5,663,135,0.001338,370
2026-05-05T00:32:57Z,FT_013,gpt-4o,1238,1745,0.020545,3442
2026-05-05T03:24:30Z,FT_009,claude-opus-4-1,4365,1204,0.155775,6165
2026-05-05T05:14:17Z,FT_012,gpt-4o,1830,1044,0.015015,1147
2026-05-05T05:25:10Z,FT_002,claude-sonnet-4-5,2152,717,0.017211,2259
2026-05-05T05:42:39Z,FT_014,claude-haiku-4-5,1293,76,0.001673,337
2026-05-05T06:23:16Z,FT_014,claude-haiku-4-5,1465,94,0.001935,385
2026-05-05T07:13:31Z,FT_007,claude-sonnet-4-5,1299,294,0.008307,1077
2026-05-05T07:45:18Z,FT_009,claude-opus-4-1,3562,1537,0.168705,6058
2026-05-05T08:39:37Z,FT_008,gpt-4o,10197,1311,0.038602,3936
2026-05-05T09:31:23Z,FT_011,claude-haiku-4-5,679,296,0.002159,511
2026-05-05T10:03:36Z,FT_009,claude-opus-4-1,4063,1691,0.18777,6016
2026-05-05T10:40:10Z,FT_018,claude-sonnet-4-5,2321,793,0.018858,1441
2026-05-05T10:42:54Z,FT_003,gpt-4o,2669,174,0.008412,1795
2026-05-05T10:46:05Z,FT_011,claude-haiku-4-5,941,234,0.002111,460
2026-05-05T11:43:42Z,FT_014,claude-haiku-4-5,1324,85,0.001749,295
2026-05-05T11:54:52Z,FT_016,claude-sonnet-4-5,1909,368,0.011247,1308
2026-05-05T12:02:43Z,FT_001,claude-sonnet-4-5,10322,358,0.036336,3435
2026-05-05T12:11:04Z,FT_002,claude-sonnet-4-5,2709,965,0.022602,1918
2026-05-05T12:13:54Z,FT_012,gpt-4o,1302,877,0.012025,1579
2026-05-05T12:44:35Z,FT_001,claude-sonnet-4-5,10461,474,0.038493,3748
2026-05-05T12:55:55Z,FT_011,claude-haiku-4-5,982,207,0.002017,530
2026-05-05T13:08:46Z,FT_003,gpt-4o,3003,218,0.009687,2390
2026-05-05T13:43:08Z,FT_005,claude-sonnet-4-5,2150,379,0.012135,2119
2026-05-05T14:02:13Z,FT_010,gpt-4o-mini,652,292,0.000273,607
2026-05-05T14:27:38Z,FT_015,claude-opus-4-1,19610,6207,0.759675,14221
2026-05-05T14:56:58Z,FT_004,claude-haiku-4-5,510,167,0.001345,452
2026-05-05T15:08:58Z,FT_008,gpt-4o,14357,1665,0.052543,4424
2026-05-05T15:14:28Z,FT_010,gpt-4o-mini,806,255,0.000274,736
2026-05-05T15:15:35Z,FT_001,claude-sonnet-4-5,13079,429,0.045672,3563
2026-05-05T15:18:15Z,FT_007,claude-sonnet-4-5,1556,454,0.011478,1356
2026-05-05T15:24:04Z,FT_010,gpt-4o-mini,859,283,0.000299,551
2026-05-05T15:44:37Z,FT_004,claude-haiku-4-5,656,157,0.001441,485
2026-05-05T15:51:44Z,FT_001,claude-sonnet-4-5,10711,472,0.039213,3609
2026-05-05T16:04:09Z,FT_015,claude-opus-4-1,19728,4688,0.64752,14600
2026-05-05T16:41:50Z,FT_007,claude-sonnet-4-5,1452,271,0.008421,1435
2026-05-05T16:56:52Z,FT_004,claude-haiku-4-5,511,188,0.001451,500
2026-05-05T16:56:52Z,FT_012,gpt-4o,1866,697,0.011635,1366
2026-05-05T17:08:15Z,FT_004,claude-haiku-4-5,532,139,0.001227,494
2026-05-05T17:08:19Z,FT_010,gpt-4o-mini,858,299,0.000308,727
2026-05-05T17:21:01Z,FT_003,gpt-4o,2405,143,0.007442,2079
2026-05-05T19:41:04Z,FT_013,gpt-4o,1281,2150,0.024702,2803
2026-05-05T19:41:42Z,FT_014,claude-haiku-4-5,1473,95,0.001948,269
2026-05-05T19:52:30Z,FT_001,claude-sonnet-4-5,13810,455,0.048255,3953
2026-05-05T20:23:02Z,FT_005,claude-sonnet-4-5,1757,399,0.011256,1686
2026-05-05T20:24:37Z,FT_006,claude-opus-4-1,9570,3359,0.395475,8422
2026-05-05T21:20:03Z,FT_006,claude-opus-4-1,9010,3076,0.36585,9984
2026-05-05T22:03:50Z,FT_018,claude-sonnet-4-5,2463,639,0.016974,1929
2026-05-06T00:03:33Z,FT_005,claude-sonnet-4-5,1910,383,0.011475,2129
2026-05-06T00:43:28Z,FT_006,claude-opus-4-1,10039,3646,0.424035,7093
2026-05-06T02:17:15Z,FT_011,claude-haiku-4-5,872,209,0.001917,475
2026-05-06T04:14:03Z,FT_014,claude-haiku-4-5,1139,76,0.001519,351
2026-05-06T05:07:14Z,FT_011,claude-haiku-4-5,690,215,0.001765,526
2026-05-06T06:55:58Z,FT_010,gpt-4o-mini,640,335,0.000297,687
2026-05-06T08:17:12Z,FT_014,claude-haiku-4-5,1698,90,0.002148,370
2026-05-06T08:29:57Z,FT_003,gpt-4o,2455,174,0.007877,2280
2026-05-06T08:45:50Z,FT_007,claude-sonnet-4-5,1316,384,0.009708,1231
2026-05-06T09:20:24Z,FT_006,claude-opus-4-1,6662,3949,0.396105,9320
2026-05-06T09:26:37Z,FT_010,gpt-4o-mini,862,305,0.000312,678
2026-05-06T09:28:08Z,FT_004,claude-haiku-4-5,795,128,0.001435,403
2026-05-06T09:34:53Z,FT_009,claude-opus-4-1,3959,1793,0.19386,6548
2026-05-06T09:37:14Z,FT_012,gpt-4o,1629,863,0.012703,1247
2026-05-06T09:42:57Z,FT_003,gpt-4o,3695,197,0.011207,2411
2026-05-06T09:44:17Z,FT_014,claude-haiku-4-5,1274,58,0.001564,288
2026-05-06T09:46:21Z,FT_018,claude-sonnet-4-5,2601,525,0.015678,1523
2026-05-06T10:12:25Z,FT_008,gpt-4o,13432,1708,0.05066,5131
2026-05-06T11:03:04Z,FT_004,claude-haiku-4-5,575,194,0.001545,466
2026-05-06T11:13:34Z,FT_001,claude-sonnet-4-5,11666,475,0.042123,3776
2026-05-06T11:25:30Z,FT_009,claude-opus-4-1,4445,1674,0.192225,6146
2026-05-06T11:44:22Z,FT_007,claude-sonnet-4-5,1518,373,0.010149,1172
