case_id,customer_id,ingested_at,ai_confidence,ai_decision,difficulty_score,customer_tier,country_risk_tier,true_outcome,case_value_usd
CASE_0232_20260310,CUST_833496,2026-03-10T00:25:00Z,0.919,APPROVE,2,retail,1,REJECT,98947.3
CASE_0233_20260301,CUST_175638,2026-03-01T11:10:00Z,0.949,APPROVE,1,private_banking,3,,25074.97
CASE_0234_20260302,CUST_571821,2026-03-02T07:30:00Z,0.95,APPROVE,2,retail,1,APPROVE,95838.89
CASE_0235_20260520,CUST_514045,2026-05-20T11:43:00Z,0.627,APPROVE,4,retail,2,EDD_REQUIRED,9052.14
CASE_0236_20260513,CUST_130924,2026-05-13T20:04:00Z,0.988,APPROVE,1,retail,4,APPROVE,67688.64
CASE_0237_20260510,CUST_269988,2026-05-10T18:33:00Z,0.989,APPROVE,2,retail,4,,178266.74
CASE_0238_20260508,CUST_648845,2026-05-08T17:00:00Z,0.706,APPROVE,3,retail,1,,95995.92
CASE_0239_20260522,CUST_525736,2026-05-22T05:35:00Z,0.985,APPROVE,1,retail,1,APPROVE,208909.43
CASE_0240_20260325,CUST_419042,2026-03-25T17:06:00Z,0.873,REJECT,3,retail,1,REJECT,107911.3
CASE_0241_20260415,CUST_171683,2026-04-15T04:10:00Z,0.852,APPROVE,2,private_banking,3,APPROVE,119803.32
CASE_0242_20260519,CUST_331796,2026-05-19T09:05:00Z,0.759,APPROVE,3,retail,3,,148297.08
CASE_0243_20260324,CUST_648360,2026-03-24T00:14:00Z,0.916,APPROVE,1,retail,3,EDD_REQUIRED,220538.63
CASE_0244_20260325,CUST_889270,2026-03-25T02:13:00Z,0.868,APPROVE,2,retail,2,APPROVE,212597.54
CASE_0245_20260422,CUST_745675,2026-04-22T01:24:00Z,0.715,APPROVE,3,retail,1,REJECT,245454.32
CASE_0246_20260429,CUST_338100,2026-04-29T00:35:00Z,0.985,APPROVE,2,retail,4,APPROVE,61045.68
CASE_0247_20260425,CUST_565897,2026-04-25T22:26:00Z,0.714,APPROVE,3,private_banking,3,,63454.85
CASE_0248_20260520,CUST_284468,2026-05-20T19:09:00Z,0.975,APPROVE,1,retail,1,,145872.26
CASE_0249_20260317,CUST_201609,2026-03-17T10:48:00Z,0.952,APPROVE,1,sme,1,EDD_REQUIRED,182333.87
CASE_0250_20260504,CUST_145001,2026-05-04T09:10:00Z,0.937,APPROVE,1,retail,2,EDD_REQUIRED,149996.38
CASE_0251_20260323,CUST_878475,2026-03-23T23:05:00Z,0.901,APPROVE,2,retail,3,,181933.1
CASE_0252_20260306,CUST_674166,2026-03-06T17:35:00Z,0.857,APPROVE,2,sme,2,APPROVE,210432.45
CASE_0253_20260510,CUST_588037,2026-05-10T00:50:00Z,0.978,APPROVE,1,sme,3,APPROVE,121495.94
CASE_0254_20260507,CUST_971154,2026-05-07T13:55:00Z,0.902,REJECT,1,retail,4,,179815.16
CASE_0255_20260418,CUST_622776,2026-04-18T21:36:00Z,0.544,APPROVE,4,sme,3,REJECT,69803.95
CASE_0256_20260417,CUST_212131,2026-04-17T19:13:00Z,0.667,APPROVE,5,retail,1,APPROVE,202497.0
CASE_0257_20260514,CUST_532169,2026-05-14T05:56:00Z,0.891,APPROVE,3,retail,2,EDD_REQUIRED,4549.64
CASE_0258_20260322,CUST_990774,2026-03-22T19:14:00Z,0.811,APPROVE,2,retail,1,APPROVE,606.7
CASE_0259_20260516,CUST_512729,2026-05-16T04:08:00Z,0.843,APPROVE,3,sme,4,APPROVE,157961.89
CASE_0260_20260421,CUST_533324,2026-04-21T20:32:00Z,0.744,APPROVE,3,retail,1,,134069.46
CASE_0261_20260520,CUST_981487,2026-05-20T13:35:00Z,0.627,APPROVE,5,retail,1,,209760.98
CASE_0262_20260324,CUST_581098,2026-03-24T17:13:00Z,0.851,APPROVE,4,retail,2,EDD_REQUIRED,192499.89
CASE_0263_20260526,CUST_397459,2026-05-26T03:14:00Z,0.972,APPROVE,1,retail,1,EDD_REQUIRED,238035.21
CASE_0264_20260522,CUST_970101,2026-05-22T18:57:00Z,0.969,APPROVE,1,retail,3,EDD_REQUIRED,85238.99
CASE_0265_20260419,CUST_920245,2026-04-19T19:08:00Z,0.478,APPROVE,4,retail,2,,1815.93
CASE_0266_20260302,CUST_855377,2026-03-02T04:00:00Z,0.969,APPROVE,1,private_banking,2,APPROVE,165560.59
CASE_0267_20260317,CUST_757633,2026-03-17T01:27:00Z,0.864,APPROVE,4,retail,4,,156678.96
CASE_0268_20260402,CUST_909682,2026-04-02T02:45:00Z,0.647,APPROVE,4,retail,1,EDD_REQUIRED,111977.16
CASE_0269_20260501,CUST_970113,2026-05-01T03:17:00Z,0.924,APPROVE,1,sme,1,APPROVE,196293.07
CASE_0270_20260413,CUST_234650,2026-04-13T17:53:00Z,0.948,APPROVE,2,retail,1,,243103.9
CASE_0271_20260510,CUST_843159,2026-05-10T13:03:00Z,0.808,APPROVE,2,retail,4,APPROVE,240562.07
CASE_0272_20260401,CUST_138135,2026-04-01T14:26:00Z,0.797,APPROVE,3,sme,2,APPROVE,216912.02
CASE_0273_20260501,CUST_215161,2026-05-01T23:58:00Z,0.734,APPROVE,4,retail,1,,248912.47
CASE_0274_20260424,CUST_543562,2026-04-24T22:35:00Z,0.734,APPROVE,2,retail,2,,102290.27
CASE_0275_20260314,CUST_621419,2026-03-14T22:03:00Z,0.897,APPROVE,3,retail,2,APPROVE,221364.85
CASE_0276_20260403,CUST_534966,2026-04-03T00:03:00Z,0.979,APPROVE,2,retail,1,APPROVE,17302.75
CASE_0277_20260424,CUST_832271,2026-04-24T12:39:00Z,0.981,APPROVE,1,retail,3,APPROVE,125677.42
CASE_0278_20260426,CUST_601294,2026-04-26T11:08:00Z,0.426,APPROVE,4,private_banking,1,REJECT,97980.67
CASE_0279_20260406,CUST_778909,2026-04-06T13:33:00Z,0.959,APPROVE,2,retail,1,EDD_REQUIRED,183936.26
CASE_0280_20260414,CUST_659850,2026-04-14T10:55:00Z,0.641,APPROVE,3,private_banking,1,,134822.16
CASE_0281_20260424,CUST_460385,2026-04-24T22:52:00Z,0.686,APPROVE,4,retail,2,,229853.17
CASE_0282_20260320,CUST_857142,2026-03-20T05:43:00Z,0.989,APPROVE,1,retail,1,REJECT,142070.45
CASE_0283_20260303,CUST_631778,2026-03-03T21:15:00Z,0.939,APPROVE,1,retail,1,,209308.19
CASE_0284_20260405,CUST_176091,2026-04-05T00:46:00Z,0.927,REJECT,1,retail,2,REJECT,23677.37
CASE_0285_20260408,CUST_487280,2026-04-08T14:05:00Z,0.935,APPROVE,1,private_banking,1,,194854.13
CASE_0286_20260304,CUST_351272,2026-03-04T17:52:00Z,0.984,APPROVE,2,retail,1,,184688.53
CASE_0287_20260418,CUST_393301,2026-04-18T02:04:00Z,0.662,APPROVE,4,retail,3,,92364.83
CASE_0288_20260327,CUST_289751,2026-03-27T11:45:00Z,0.96,APPROVE,2,retail,1,APPROVE,144751.64
CASE_0289_20260305,CUST_769259,2026-03-05T17:23:00Z,0.885,APPROVE,3,retail,2,APPROVE,90320.2
CASE_0290_20260402,CUST_857893,2026-04-02T22:23:00Z,0.885,APPROVE,2,retail,4,APPROVE,172557.19
CASE_0291_20260330,CUST_148771,2026-03-30T11:05:00Z,0.914,APPROVE,1,retail,3,,21978.63
CASE_0292_20260321,CUST_274091,2026-03-21T20:03:00Z,0.953,APPROVE,1,retail,1,APPROVE,128182.0
CASE_0293_20260508,CUST_562631,2026-05-08T23:20:00Z,0.884,APPROVE,3,retail,3,,221579.72
CASE_0294_20260505,CUST_773044,2026-05-05T04:31:00Z,0.867,APPROVE,3,retail,1,,99784.34
CASE_0295_20260316,CUST_573739,2026-03-16T05:24:00Z,0.952,APPROVE,3,sme,1,,32076.53
CASE_0296_20260530,CUST_679915,2026-05-30T14:07:00Z,0.854,APPROVE,4,retail,3,,35497.5
CASE_0297_20260328,CUST_737442,2026-03-28T22:46:00Z,0.528,EDD_REQUIRED,4,retail,1,,128162.65
CASE_0298_20260420,CUST_637274,2026-04-20T09:14:00Z,0.94,APPROVE,1,retail,1,REJECT,181123.5
CASE_0299_20260514,CUST_614090,2026-05-14T09:16:00Z,0.681,EDD_REQUIRED,4,retail,1,,121877.31
CASE_0300_20260327,CUST_632563,2026-03-27T02:46:00Z,0.981,APPROVE,1,retail,3,APPROVE,133219.45
CASE_0301_20260503,CUST_277243,2026-05-03T07:12:00Z,0.904,APPROVE,2,retail,1,,109303.68
CASE_0302_20260402,CUST_583927,2026-04-02T02:34:00Z,0.898,APPROVE,3,retail,1,EDD_REQUIRED,83058.88
CASE_0303_20260523,CUST_929830,2026-05-23T00:45:00Z,0.836,APPROVE,3,retail,1,APPROVE,135577.86
CASE_0304_20260414,CUST_301775,2026-04-14T22:09:00Z,0.853,REJECT,2,sme,3,REJECT,138111.81
CASE_0305_20260503,CUST_574154,2026-05-03T15:23:00Z,0.97,APPROVE,1,retail,3,REJECT,174533.54
CASE_0306_20260422,CUST_698191,2026-04-22T04:18:00Z,0.861,APPROVE,3,retail,4,,215476.79
CASE_0307_20260412,CUST_852116,2026-04-12T01:29:00Z,0.854,APPROVE,2,retail,2,,43106.3
CASE_0308_20260320,CUST_892370,2026-03-20T00:35:00Z,0.952,APPROVE,3,sme,1,,177896.9
CASE_0309_20260415,CUST_802492,2026-04-15T14:11:00Z,0.959,APPROVE,1,retail,2,APPROVE,119885.13
CASE_0310_20260313,CUST_528706,2026-03-13T13:23:00Z,0.459,APPROVE,3,retail,4,EDD_REQUIRED,246918.8
CASE_0311_20260409,CUST_153076,2026-04-09T00:05:00Z,0.933,APPROVE,2,sme,2,,117466.89
CASE_0312_20260407,CUST_574504,2026-04-07T15:13:00Z,0.986,APPROVE,1,retail,1,,94005.92
CASE_0313_20260405,CUST_453898,2026-04-05T19:59:00Z,0.654,APPROVE,5,retail,1,,160545.21
CASE_0314_20260329,CUST_591101,2026-03-29T12:58:00Z,0.874,APPROVE,3,private_banking,3,APPROVE,108792.58
CASE_0315_20260523,CUST_940394,2026-05-23T03:56:00Z,0.701,APPROVE,2,retail,1,APPROVE,126885.48
CASE_0316_20260524,CUST_891625,2026-05-24T12:45:00Z,0.903,APPROVE,1,private_banking,1,,142232.06
CASE_0317_20260512,CUST_589852,2026-05-12T14:33:07Z,0.62,APPROVE,5,private_banking,4,REJECT,63827.33
CASE_0318_20260519,CUST_478292,2026-05-19T00:22:00Z,0.854,APPROVE,3,retail,1,APPROVE,240437.31
CASE_0319_20260417,CUST_660784,2026-04-17T13:08:00Z,0.973,APPROVE,3,retail,1,APPROVE,226157.99
CASE_0320_20260502,CUST_886801,2026-05-02T22:07:00Z,0.897,APPROVE,3,retail,4,,158240.07
CASE_0321_20260519,CUST_628546,2026-05-19T21:56:00Z,0.638,EDD_REQUIRED,4,sme,2,,42618.58
CASE_0322_20260313,CUST_969274,2026-03-13T08:23:00Z,0.776,APPROVE,3,retail,2,EDD_REQUIRED,120159.7
CASE_0323_20260422,CUST_448715,2026-04-22T14:16:00Z,0.953,APPROVE,3,sme,2,,88572.79
CASE_0324_20260422,CUST_162657,2026-04-22T17:46:00Z,0.904,APPROVE,1,retail,1,,125854.27
CASE_0325_20260417,CUST_203269,2026-04-17T13:35:00Z,0.963,APPROVE,2,retail,1,,12751.68
CASE_0326_20260401,CUST_692265,2026-04-01T11:04:00Z,0.931,APPROVE,3,retail,3,,180944.6
CASE_0327_20260410,CUST_592709,2026-04-10T21:00:00Z,0.926,APPROVE,1,retail,4,,136884.56
CASE_0328_20260513,CUST_257573,2026-05-13T15:11:00Z,0.914,APPROVE,1,private_banking,2,,184079.03
CASE_0329_20260416,CUST_319456,2026-04-16T05:35:00Z,0.981,APPROVE,1,retail,1,,185826.75
CASE_0330_20260402,CUST_750702,2026-04-02T18:39:00Z,0.989,APPROVE,3,retail,2,APPROVE,92978.8
CASE_0331_20260511,CUST_429224,2026-05-11T02:07:00Z,0.91,APPROVE,1,retail,1,,179731.78
CASE_0332_20260519,CUST_225081,2026-05-19T18:33:00Z,0.888,EDD_REQUIRED,2,private_banking,1,,32815.43
CASE_0333_20260321,CUST_147561,2026-03-21T01:09:00Z,0.456,APPROVE,4,retail,1,APPROVE,186660.58
CASE_0334_20260418,CUST_472705,2026-04-18T10:11:00Z,0.806,APPROVE,2,retail,1,,25592.8
CASE_0335_20260503,CUST_797184,2026-05-03T16:42:00Z,0.857,APPROVE,3,retail,1,APPROVE,229712.66
CASE_0336_20260522,CUST_604160,2026-05-22T06:42:00Z,0.964,EDD_REQUIRED,2,retail,2,EDD_REQUIRED,148601.17
CASE_0337_20260324,CUST_477454,2026-03-24T02:04:00Z,0.692,APPROVE,5,retail,1,,203056.27
CASE_0338_20260515,CUST_619152,2026-05-15T15:00:00Z,0.893,APPROVE,3,retail,1,APPROVE,94296.98
CASE_0339_20260521,CUST_777447,2026-05-21T14:09:00Z,0.86,APPROVE,3,retail,2,,67698.27
CASE_0340_20260511,CUST_638864,2026-05-11T23:16:00Z,0.981,APPROVE,2,sme,2,APPROVE,29001.04
CASE_0341_20260406,CUST_524502,2026-04-06T09:30:00Z,0.95,EDD_REQUIRED,1,retail,1,EDD_REQUIRED,204401.85
CASE_0342_20260401,CUST_665218,2026-04-01T00:34:00Z,0.962,APPROVE,1,retail,1,APPROVE,214231.33
CASE_0343_20260422,CUST_331902,2026-04-22T04:29:00Z,0.89,APPROVE,3,retail,3,,38565.13
CASE_0344_20260316,CUST_682491,2026-03-16T08:50:00Z,0.963,APPROVE,1,retail,1,APPROVE,6751.12
CASE_0345_20260412,CUST_567447,2026-04-12T09:35:00Z,0.851,APPROVE,3,sme,1,,96137.72
CASE_0346_20260325,CUST_888824,2026-03-25T12:25:00Z,0.913,APPROVE,3,retail,1,,57881.46
CASE_0347_20260302,CUST_925087,2026-03-02T16:08:00Z,0.887,APPROVE,2,private_banking,1,,82716.35
CASE_0348_20260527,CUST_627368,2026-05-27T14:57:00Z,0.758,APPROVE,3,retail,3,,62990.73
CASE_0349_20260312,CUST_573264,2026-03-12T16:07:00Z,0.909,APPROVE,2,retail,1,,117824.44
CASE_0350_20260526,CUST_787552,2026-05-26T17:41:00Z,0.984,APPROVE,2,retail,1,,151948.09
CASE_0351_20260315,CUST_978004,2026-03-15T07:29:00Z,0.471,APPROVE,4,sme,3,,156604.11
CASE_0352_20260414,CUST_909838,2026-04-14T11:13:00Z,0.731,APPROVE,2,private_banking,3,APPROVE,210065.45
CASE_0353_20260502,CUST_278370,2026-05-02T11:12:00Z,0.707,APPROVE,3,retail,1,,115511.11
CASE_0354_20260323,CUST_228489,2026-03-23T08:49:00Z,0.885,APPROVE,4,retail,3,APPROVE,36981.28
CASE_0355_20260525,CUST_108638,2026-05-25T02:37:00Z,0.887,APPROVE,3,retail,1,,163554.05
CASE_0356_20260304,CUST_664070,2026-03-04T02:38:00Z,0.734,APPROVE,4,retail,1,APPROVE,86224.9
CASE_0357_20260412,CUST_288750,2026-04-12T16:03:00Z,0.983,APPROVE,1,sme,4,APPROVE,214888.92
CASE_0358_20260322,CUST_266781,2026-03-22T17:38:00Z,0.972,APPROVE,2,retail,2,,104258.77
CASE_0359_20260424,CUST_325444,2026-04-24T21:35:00Z,0.978,APPROVE,1,retail,2,APPROVE,123302.25
CASE_0360_20260330,CUST_581969,2026-03-30T10:52:00Z,0.945,APPROVE,1,retail,3,EDD_REQUIRED,31247.44
CASE_0361_20260503,CUST_812756,2026-05-03T20:30:00Z,0.915,APPROVE,1,sme,1,APPROVE,101986.82
CASE_0362_20260310,CUST_753307,2026-03-10T11:44:00Z,0.943,APPROVE,3,retail,1,APPROVE,175820.24
CASE_0363_20260317,CUST_459096,2026-03-17T09:13:00Z,0.9,APPROVE,4,retail,1,,59176.05
CASE_0364_20260514,CUST_655118,2026-05-14T17:35:00Z,0.8,APPROVE,2,retail,1,,154251.14
CASE_0365_20260308,CUST_407798,2026-03-08T22:02:00Z,0.944,APPROVE,1,retail,1,APPROVE,142031.2
CASE_0366_20260306,CUST_412150,2026-03-06T15:14:00Z,0.897,APPROVE,2,retail,1,APPROVE,30379.74
CASE_0367_20260309,CUST_891338,2026-03-09T06:52:00Z,0.895,APPROVE,2,sme,4,REJECT,87878.27
CASE_0368_20260414,CUST_330803,2026-04-14T18:52:00Z,0.969,APPROVE,3,retail,2,APPROVE,177400.87
CASE_0369_20260318,CUST_195054,2026-03-18T04:23:00Z,0.867,APPROVE,4,retail,3,APPROVE,221563.39
CASE_0370_20260327,CUST_211364,2026-03-27T20:11:00Z,0.913,EDD_REQUIRED,1,retail,2,APPROVE,66736.1
CASE_0371_20260304,CUST_922444,2026-03-04T11:36:00Z,0.699,APPROVE,4,retail,1,APPROVE,192478.25
CASE_0372_20260406,CUST_521399,2026-04-06T04:03:00Z,0.89,APPROVE,2,retail,3,APPROVE,184038.8
CASE_0373_20260521,CUST_169356,2026-05-21T12:07:00Z,0.955,EDD_REQUIRED,1,retail,2,,45811.46
CASE_0374_20260330,CUST_759566,2026-03-30T12:01:00Z,0.826,APPROVE,3,private_banking,1,,211117.75
CASE_0375_20260401,CUST_881191,2026-04-01T17:40:00Z,0.858,REJECT,2,retail,3,APPROVE,137323.92
CASE_0376_20260507,CUST_170913,2026-05-07T02:07:00Z,0.821,APPROVE,3,retail,2,APPROVE,238560.09
CASE_0377_20260419,CUST_942712,2026-04-19T08:08:00Z,0.907,APPROVE,1,private_banking,1,APPROVE,242876.99
CASE_0378_20260304,CUST_116498,2026-03-04T17:46:00Z,0.955,APPROVE,1,retail,3,,58848.02
CASE_0379_20260327,CUST_756334,2026-03-27T02:00:00Z,0.434,APPROVE,5,retail,4,APPROVE,87196.12
CASE_0380_20260526,CUST_791264,2026-05-26T07:43:00Z,0.915,APPROVE,3,sme,3,EDD_REQUIRED,197199.76
CASE_0381_20260325,CUST_128844,2026-03-25T12:41:00Z,0.803,APPROVE,3,retail,3,,211701.96
CASE_0382_20260504,CUST_474666,2026-05-04T05:29:00Z,0.961,APPROVE,1,sme,2,APPROVE,207018.9
CASE_0383_20260312,CUST_387488,2026-03-12T23:45:00Z,0.923,APPROVE,2,sme,1,,221163.37
CASE_0384_20260405,CUST_141431,2026-04-05T05:10:00Z,0.676,APPROVE,3,retail,1,,52129.63
CASE_0385_20260519,CUST_610251,2026-05-19T17:22:00Z,0.874,APPROVE,2,retail,3,,140053.87
CASE_0386_20260502,CUST_178116,2026-05-02T08:03:00Z,0.618,APPROVE,5,retail,1,APPROVE,124427.86
CASE_0387_20260319,CUST_913360,2026-03-19T16:43:00Z,0.988,APPROVE,1,retail,1,APPROVE,179064.9
CASE_0388_20260301,CUST_737095,2026-03-01T01:54:00Z,0.943,APPROVE,1,retail,2,,199458.83
CASE_0389_20260425,CUST_571866,2026-04-25T11:33:00Z,0.657,APPROVE,5,retail,1,APPROVE,238345.05
CASE_0390_20260427,CUST_100940,2026-04-27T00:44:00Z,0.454,APPROVE,3,retail,2,APPROVE,243379.82
CASE_0391_20260311,CUST_138841,2026-03-11T07:18:00Z,0.902,APPROVE,1,retail,2,,146728.97
CASE_0392_20260326,CUST_178666,2026-03-26T18:44:00Z,0.913,APPROVE,2,retail,3,,27679.77
CASE_0393_20260311,CUST_706482,2026-03-11T10:20:00Z,0.886,APPROVE,2,retail,2,REJECT,28132.28
CASE_0394_20260427,CUST_520323,2026-04-27T10:01:00Z,0.866,APPROVE,3,retail,3,,238877.73
CASE_0395_20260401,CUST_920611,2026-04-01T18:50:00Z,0.877,APPROVE,2,retail,1,APPROVE,50889.53
CASE_0396_20260503,CUST_927610,2026-05-03T17:25:00Z,0.899,APPROVE,4,retail,1,EDD_REQUIRED,202077.34
CASE_0397_20260326,CUST_793063,2026-03-26T12:46:00Z,0.597,APPROVE,4,retail,1,APPROVE,153402.7
CASE_0398_20260515,CUST_572317,2026-05-15T05:47:00Z,0.868,APPROVE,3,sme,1,APPROVE,59820.48
CASE_0399_20260414,CUST_704748,2026-04-14T06:51:00Z,0.848,APPROVE,3,retail,3,APPROVE,229415.32
CASE_0400_20260301,CUST_612014,2026-03-01T01:56:00Z,0.86,APPROVE,3,private_banking,4,APPROVE,188111.04
CASE_0401_20260318,CUST_655495,2026-03-18T16:04:00Z,0.765,APPROVE,3,retail,2,EDD_REQUIRED,53691.79
CASE_0402_20260324,CUST_799926,2026-03-24T06:18:00Z,0.953,APPROVE,1,retail,1,APPROVE,249389.13
CASE_0403_20260519,CUST_127263,2026-05-19T17:30:00Z,0.977,APPROVE,1,retail,3,,229504.77
CASE_0404_20260521,CUST_174679,2026-05-21T03:05:00Z,0.919,APPROVE,1,private_banking,3,,129308.0
CASE_0405_20260303,CUST_240364,2026-03-03T19:07:00Z,0.915,APPROVE,1,retail,2,EDD_REQUIRED,4371.77
CASE_0406_20260524,CUST_194878,2026-05-24T04:29:00Z,0.723,APPROVE,3,retail,1,,103577.53
CASE_0407_20260529,CUST_909989,2026-05-29T15:17:00Z,0.964,APPROVE,2,retail,1,APPROVE,83995.84
CASE_0408_20260426,CUST_108559,2026-04-26T22:12:00Z,0.986,APPROVE,3,sme,1,EDD_REQUIRED,3799.26
CASE_0409_20260527,CUST_545724,2026-05-27T23:13:00Z,0.618,APPROVE,5,retail,3,APPROVE,95924.74
CASE_0410_20260425,CUST_149350,2026-04-25T00:15:00Z,0.979,APPROVE,1,private_banking,2,EDD_REQUIRED,247834.27
CASE_0411_20260321,CUST_156879,2026-03-21T20:03:00Z,0.605,APPROVE,5,retail,2,,219949.44
CASE_0412_20260403,CUST_713798,2026-04-03T21:51:00Z,0.86,APPROVE,2,retail,1,APPROVE,124069.16
CASE_0413_20260415,CUST_267562,2026-04-15T15:29:00Z,0.964,APPROVE,1,retail,3,,25384.17
CASE_0414_20260420,CUST_499850,2026-04-20T07:39:00Z,0.853,APPROVE,3,retail,3,REJECT,138722.1
CASE_0415_20260429,CUST_642424,2026-04-29T00:59:00Z,0.901,APPROVE,1,retail,4,APPROVE,69481.66
CASE_0416_20260415,CUST_888241,2026-04-15T23:05:00Z,0.949,APPROVE,1,retail,1,APPROVE,230614.3
CASE_0417_20260523,CUST_822482,2026-05-23T09:56:00Z,0.875,APPROVE,3,retail,1,APPROVE,134077.17
CASE_0418_20260414,CUST_995617,2026-04-14T17:45:00Z,0.87,APPROVE,2,retail,2,APPROVE,239006.23
CASE_0419_20260403,CUST_267775,2026-04-03T11:50:00Z,0.983,APPROVE,1,retail,3,,197494.04
CASE_0420_20260408,CUST_289361,2026-04-08T05:47:00Z,0.808,APPROVE,4,retail,1,,237705.74
CASE_0421_20260422,CUST_348217,2026-04-22T02:32:00Z,0.748,APPROVE,3,retail,4,REJECT,83719.86
CASE_0422_20260322,CUST_147942,2026-03-22T01:21:00Z,0.929,APPROVE,2,retail,3,APPROVE,174086.55
CASE_0423_20260522,CUST_272691,2026-05-22T13:58:00Z,0.497,APPROVE,5,private_banking,1,APPROVE,64833.42
CASE_0424_20260313,CUST_720465,2026-03-13T21:39:00Z,0.699,APPROVE,5,retail,2,,129036.27
CASE_0425_20260306,CUST_572102,2026-03-06T08:05:00Z,0.958,APPROVE,1,retail,3,APPROVE,153990.98
CASE_0426_20260410,CUST_444210,2026-04-10T01:05:00Z,0.843,APPROVE,3,private_banking,1,,224762.28
CASE_0427_20260301,CUST_916932,2026-03-01T12:35:00Z,0.615,APPROVE,5,retail,4,,219334.76
CASE_0428_20260407,CUST_148263,2026-04-07T17:10:00Z,0.968,APPROVE,1,sme,2,APPROVE,132629.52
CASE_0429_20260513,CUST_779623,2026-05-13T16:50:00Z,0.909,APPROVE,1,private_banking,1,REJECT,7543.66
CASE_0430_20260425,CUST_265108,2026-04-25T17:27:00Z,0.896,APPROVE,4,retail,2,,95633.63
CASE_0431_20260505,CUST_590434,2026-05-05T14:51:00Z,0.974,APPROVE,1,sme,1,,112316.51
CASE_0432_20260509,CUST_186830,2026-05-09T05:23:00Z,0.894,APPROVE,2,retail,3,,229023.21
CASE_0433_20260331,CUST_871436,2026-03-31T20:28:00Z,0.91,APPROVE,2,retail,2,EDD_REQUIRED,214221.4
CASE_0434_20260508,CUST_169400,2026-05-08T18:33:00Z,0.959,APPROVE,1,retail,3,REJECT,73900.83
CASE_0435_20260430,CUST_310698,2026-04-30T00:45:00Z,0.68,APPROVE,3,retail,2,APPROVE,10979.6
CASE_0436_20260412,CUST_102564,2026-04-12T08:21:00Z,0.945,APPROVE,1,retail,4,,197989.11
CASE_0437_20260516,CUST_569905,2026-05-16T03:20:00Z,0.435,APPROVE,5,retail,1,REJECT,54400.35
CASE_0438_20260302,CUST_467588,2026-03-02T16:22:00Z,0.903,APPROVE,1,retail,2,,245361.13
CASE_0439_20260404,CUST_498100,2026-04-04T00:33:00Z,0.553,APPROVE,5,sme,1,,215625.99
CASE_0440_20260304,CUST_419577,2026-03-04T11:22:00Z,0.919,APPROVE,1,private_banking,3,APPROVE,150297.83
CASE_0441_20260413,CUST_506955,2026-04-13T09:43:00Z,0.86,APPROVE,2,private_banking,3,APPROVE,240956.46
CASE_0442_20260310,CUST_925509,2026-03-10T01:53:00Z,0.746,APPROVE,3,sme,2,,2177.15
CASE_0443_20260328,CUST_569903,2026-03-28T10:35:00Z,0.854,APPROVE,3,retail,3,APPROVE,207956.11
CASE_0444_20260315,CUST_190750,2026-03-15T08:04:00Z,0.852,APPROVE,2,sme,1,,115664.86
CASE_0445_20260411,CUST_214917,2026-04-11T03:19:00Z,0.913,APPROVE,1,retail,4,,149539.47
CASE_0446_20260316,CUST_662433,2026-03-16T19:12:00Z,0.723,APPROVE,3,retail,2,,31677.95
CASE_0447_20260318,CUST_433737,2026-03-18T06:22:00Z,0.858,APPROVE,2,private_banking,1,EDD_REQUIRED,228236.81
CASE_0448_20260413,CUST_256033,2026-04-13T06:16:00Z,0.956,APPROVE,2,retail,3,APPROVE,30674.46
CASE_0449_20260319,CUST_538672,2026-03-19T03:59:00Z,0.876,APPROVE,3,private_banking,3,APPROVE,229900.81
CASE_0450_20260407,CUST_885348,2026-04-07T11:57:00Z,0.657,APPROVE,4,retail,2,,198133.05
CASE_0451_20260527,CUST_402881,2026-05-27T21:02:00Z,0.866,APPROVE,3,retail,3,EDD_REQUIRED,211470.22
CASE_0452_20260509,CUST_789898,2026-05-09T11:37:00Z,0.862,APPROVE,3,retail,1,APPROVE,91939.94
CASE_0453_20260503,CUST_132461,2026-05-03T19:27:00Z,0.881,REJECT,3,private_banking,2,REJECT,113674.89
CASE_0454_20260506,CUST_687140,2026-05-06T03:27:00Z,0.866,APPROVE,2,retail,1,,197255.5
CASE_0455_20260413,CUST_126115,2026-04-13T14:54:00Z,0.618,APPROVE,5,retail,1,APPROVE,103496.7
CASE_0456_20260517,CUST_507626,2026-05-17T18:15:00Z,0.878,APPROVE,4,retail,1,APPROVE,244959.71
CASE_0457_20260525,CUST_149664,2026-05-25T22:29:00Z,0.967,APPROVE,1,retail,2,APPROVE,123308.38
CASE_0458_20260501,CUST_543169,2026-05-01T15:00:00Z,0.859,APPROVE,2,retail,2,EDD_REQUIRED,171109.14
CASE_0459_20260416,CUST_669788,2026-04-16T16:21:00Z,0.79,APPROVE,3,sme,3,APPROVE,240852.06
CASE_0460_20260409,CUST_348607,2026-04-09T00:07:00Z,0.903,APPROVE,1,retail,2,EDD_REQUIRED,51182.6
CASE_0461_20260515,CUST_165430,2026-05-15T09:16:00Z,0.773,APPROVE,4,retail,4,APPROVE,45909.32
CASE_0462_20260520,CUST_956819,2026-05-20T06:09:00Z,0.608,APPROVE,3,retail,2,,198536.39
CASE_0463_20260321,CUST_422098,2026-03-21T13:36:00Z,0.937,APPROVE,2,retail,1,APPROVE,81107.69
CASE_0464_20260515,CUST_759260,2026-05-15T01:25:00Z,0.941,APPROVE,1,retail,2,,148802.39
