run_id,agent_id,started_at,ended_at,status,total_tool_calls,total_cost_usd,blast_radius,duration_s,customer_id_hash
RUN_00192,claims_triage_v3,2026-04-19T07:27:45Z,2026-04-19T07:28:07Z,COMPLETED,9,1.6242,9,22,CUST_724182
RUN_00193,claims_triage_v3,2026-04-29T13:00:20Z,2026-04-29T13:00:41Z,COMPLETED,5,0.4614,5,21,CUST_235037
RUN_00194,kyc_refresh_v2,2026-04-25T06:58:24Z,2026-04-25T06:59:54Z,COMPLETED,1,0.0695,1,90,CUST_435604
RUN_00195,loan_pkg_v4,2026-04-27T10:40:17Z,2026-04-27T10:41:04Z,COMPLETED,8,1.6783,8,47,CUST_942266
RUN_00196,claims_triage_v3,2026-04-23T20:05:29Z,2026-04-23T20:11:46Z,COMPLETED,6,0.8356,6,377,CUST_390464
RUN_00197,kyc_refresh_v2,2026-04-11T12:14:08Z,2026-04-11T12:16:30Z,COMPLETED,3,0.4188,3,142,CUST_511115
RUN_00198,kyc_refresh_v2,2026-04-06T19:34:49Z,2026-04-06T19:34:55Z,COMPLETED,4,0.4782,4,6,CUST_559288
RUN_00199,claims_triage_v3,2026-04-11T22:03:33Z,2026-04-11T22:03:42Z,COMPLETED,5,0.7509,5,9,CUST_399516
RUN_00200,kyc_refresh_v2,2026-04-11T20:21:44Z,2026-04-11T20:22:05Z,COMPLETED,6,0.463,6,21,CUST_957709
RUN_00201,dispute_recon_v1,2026-04-23T20:07:49Z,2026-04-23T20:08:12Z,COMPLETED,7,0.7853,7,23,CUST_414852
RUN_00202,dispute_recon_v1,2026-04-09T16:07:59Z,2026-04-09T16:08:43Z,COMPLETED,5,0.4625,5,44,CUST_345399
RUN_00203,claims_triage_v3,2026-04-29T02:47:42Z,2026-04-29T02:53:59Z,COMPLETED,3,0.4102,3,377,CUST_489169
RUN_00204,kyc_refresh_v2,2026-04-18T08:53:54Z,2026-04-18T08:56:14Z,COMPLETED,6,0.7682,6,140,CUST_696274
RUN_00205,loan_pkg_v4,2026-04-15T16:36:23Z,2026-04-15T16:36:30Z,COMPLETED,7,1.4984,7,7,CUST_483635
RUN_00206,dispute_recon_v1,2026-04-24T21:29:55Z,2026-04-24T21:30:43Z,COMPLETED,3,0.3024,3,48,CUST_617589
RUN_00207,loan_pkg_v4,2026-04-02T08:21:16Z,2026-04-02T08:22:43Z,COMPLETED,7,1.6824,7,87,CUST_841857
RUN_00208,claims_triage_v3,2026-04-04T21:46:23Z,2026-04-04T21:46:47Z,COMPLETED,7,1.102,7,24,CUST_755657
RUN_00209,loan_pkg_v4,2026-04-07T02:37:11Z,2026-04-07T02:37:58Z,COMPLETED,8,1.1513,8,47,CUST_593043
RUN_00210,claims_triage_v3,2026-04-28T21:59:39Z,2026-04-28T21:59:58Z,COMPLETED,4,0.4305,4,19,CUST_573561
RUN_00211,kyc_refresh_v2,2026-04-05T08:36:32Z,2026-04-05T08:42:53Z,COMPLETED,2,0.1867,2,381,CUST_238395
RUN_00212,loan_pkg_v4,2026-04-30T20:54:43Z,2026-04-30T20:55:05Z,COMPLETED,5,0.6954,5,22,CUST_444958
RUN_00213,dispute_recon_v1,2026-04-15T14:26:40Z,2026-04-15T14:27:00Z,COMPLETED,2,0.1314,2,20,CUST_179803
RUN_00214,dispute_recon_v1,2026-04-09T23:35:35Z,2026-04-09T23:35:45Z,COMPLETED,4,0.4324,4,10,CUST_260760
RUN_00215,claims_triage_v3,2026-04-10T09:08:10Z,2026-04-10T09:08:29Z,COMPLETED,7,0.7831,7,19,CUST_809561
RUN_00216,dispute_recon_v1,2026-04-18T03:40:11Z,2026-04-18T03:40:34Z,COMPLETED,4,0.4121,4,23,CUST_909745
RUN_00217,claims_triage_v3,2026-04-20T12:44:26Z,2026-04-20T12:45:56Z,COMPLETED,7,0.6744,7,90,CUST_968576
RUN_00218,claims_triage_v3,2026-04-13T22:07:13Z,2026-04-13T22:08:40Z,COMPLETED,7,0.9283,7,87,CUST_749482
RUN_00219,claims_triage_v3,2026-04-19T11:47:54Z,2026-04-19T11:48:17Z,COMPLETED,6,0.6831,6,23,CUST_771207
RUN_00220,dispute_recon_v1,2026-04-16T19:47:37Z,2026-04-16T19:47:45Z,COMPLETED,6,0.6251,6,8,CUST_103159
RUN_00221,dispute_recon_v1,2026-04-06T02:27:13Z,2026-04-06T02:27:35Z,COMPLETED,3,0.3452,3,22,CUST_336786
RUN_00222,claims_triage_v3,2026-04-28T06:28:47Z,2026-04-28T06:29:31Z,COMPLETED,6,0.5929,6,44,CUST_740995
RUN_00223,kyc_refresh_v2,2026-04-09T15:02:06Z,2026-04-09T15:02:55Z,COMPLETED,7,0.5286,7,49,CUST_618869
RUN_00224,dispute_recon_v1,2026-04-17T01:45:34Z,2026-04-17T01:45:43Z,COMPLETED,2,0.1351,2,9,CUST_102849
RUN_00225,dispute_recon_v1,2026-04-18T06:22:56Z,2026-04-18T06:23:16Z,COMPLETED,4,0.2535,4,20,CUST_725400
RUN_00226,claims_triage_v3,2026-04-01T05:05:11Z,2026-04-01T05:06:37Z,COMPLETED,2,0.2978,2,86,CUST_600505
RUN_00227,loan_pkg_v4,2026-04-03T08:45:29Z,2026-04-03T08:45:49Z,COMPLETED,10,3.2,10,350,CUST_886746
RUN_00228,dispute_recon_v1,2026-04-12T01:10:49Z,2026-04-12T01:11:37Z,COMPLETED,2,0.1594,2,48,CUST_788741
RUN_00229,claims_triage_v3,2026-04-04T22:00:08Z,2026-04-04T22:00:56Z,COMPLETED,6,0.8227,6,48,CUST_426529
RUN_00230,kyc_refresh_v2,2026-04-12T06:48:30Z,2026-04-12T06:49:59Z,COMPLETED,3,0.3227,3,89,CUST_690326
RUN_00231,claims_triage_v3,2026-04-16T22:22:57Z,2026-04-16T22:24:25Z,COMPLETED,5,0.8846,5,88,CUST_253241
RUN_00232,claims_triage_v3,2026-04-17T23:35:10Z,2026-04-17T23:35:16Z,COMPLETED,5,0.7525,5,6,CUST_103111
RUN_00233,claims_triage_v3,2026-04-27T09:49:10Z,2026-04-27T09:49:17Z,COMPLETED,5,0.4804,5,7,CUST_650227
RUN_00234,loan_pkg_v4,2026-04-04T20:21:37Z,2026-04-04T20:23:57Z,COMPLETED,9,1.6758,9,140,CUST_147212
RUN_00235,kyc_refresh_v2,2026-04-16T09:14:04Z,2026-04-16T09:14:27Z,COMPLETED,4,0.2798,4,23,CUST_116902
RUN_00236,dispute_recon_v1,2026-04-08T03:04:40Z,2026-04-08T03:06:59Z,COMPLETED,7,0.7986,7,139,CUST_612497
RUN_00237,loan_pkg_v4,2026-04-28T07:47:46Z,2026-04-28T07:48:32Z,COMPLETED,8,1.6127,8,46,CUST_204811
RUN_00238,dispute_recon_v1,2026-04-26T22:11:54Z,2026-04-26T22:12:18Z,COMPLETED,6,0.6792,6,24,CUST_188270
RUN_00239,dispute_recon_v1,2026-04-07T17:14:52Z,2026-04-07T17:15:37Z,COMPLETED,4,0.5046,4,45,CUST_893334
RUN_00240,dispute_recon_v1,2026-04-03T16:31:33Z,2026-04-03T16:32:22Z,COMPLETED,3,0.3675,3,49,CUST_327655
RUN_00241,dispute_recon_v1,2026-04-08T07:15:41Z,2026-04-08T07:16:02Z,COMPLETED,4,0.4057,4,21,CUST_963607
RUN_00242,dispute_recon_v1,2026-04-11T14:19:18Z,2026-04-11T14:21:37Z,COMPLETED,4,0.2912,4,139,CUST_328940
RUN_00243,claims_triage_v3,2026-04-19T17:20:49Z,2026-04-19T17:20:56Z,COMPLETED,7,0.7431,7,7,CUST_882890
RUN_00244,dispute_recon_v1,2026-04-17T09:04:30Z,2026-04-17T09:04:49Z,COMPLETED,1,0.0862,1,19,CUST_425775
RUN_00245,claims_triage_v3,2026-04-25T02:27:55Z,2026-04-25T02:28:17Z,COMPLETED,5,0.5493,5,22,CUST_369856
RUN_00246,claims_triage_v3,2026-04-01T13:50:45Z,2026-04-01T13:51:34Z,BOUNDED_BY_AGENTWATCH,60,85.0,60,280,CUST_541211
RUN_00247,kyc_refresh_v2,2026-04-29T11:05:07Z,2026-04-29T11:05:30Z,COMPLETED,5,0.4358,5,23,CUST_227636
RUN_00248,dispute_recon_v1,2026-04-02T04:53:03Z,2026-04-02T04:53:24Z,COMPLETED,5,0.563,5,21,CUST_347645
RUN_00249,claims_triage_v3,2026-04-23T14:47:12Z,2026-04-23T14:48:39Z,COMPLETED,5,0.5585,5,87,CUST_842534
RUN_00250,dispute_recon_v1,2026-04-28T03:15:09Z,2026-04-28T03:21:26Z,COMPLETED,6,0.3865,6,377,CUST_694771
RUN_00251,kyc_refresh_v2,2026-04-05T18:43:39Z,2026-04-05T18:43:48Z,COMPLETED,3,0.21,3,9,CUST_363642
RUN_00252,dispute_recon_v1,2026-04-17T00:51:23Z,2026-04-17T00:51:44Z,COMPLETED,3,0.3169,3,21,CUST_530992
RUN_00253,kyc_refresh_v2,2026-04-30T03:32:46Z,2026-04-30T03:35:05Z,COMPLETED,3,0.2601,3,139,CUST_517465
RUN_00254,claims_triage_v3,2026-04-13T03:19:54Z,2026-04-13T03:20:42Z,COMPLETED,5,0.749,5,48,CUST_482319
RUN_00255,dispute_recon_v1,2026-04-22T14:13:13Z,2026-04-22T14:14:39Z,COMPLETED,5,0.3186,5,86,CUST_664668
RUN_00256,loan_pkg_v4,2026-04-04T18:33:52Z,2026-04-04T18:36:11Z,COMPLETED,4,1.1001,4,139,CUST_412260
RUN_00257,claims_triage_v3,2026-04-20T21:35:48Z,2026-04-20T21:35:58Z,COMPLETED,5,0.4925,5,10,CUST_153360
RUN_00258,kyc_refresh_v2,2026-04-12T00:06:53Z,2026-04-12T00:07:14Z,COMPLETED,3,0.2065,3,21,CUST_700820
RUN_00259,kyc_refresh_v2,2026-04-25T23:33:13Z,2026-04-25T23:33:36Z,COMPLETED,5,0.6223,5,23,CUST_327903
RUN_00260,claims_triage_v3,2026-04-10T01:20:03Z,2026-04-10T01:20:52Z,COMPLETED,6,0.9262,6,49,CUST_657200
RUN_00261,loan_pkg_v4,2026-04-22T10:03:05Z,2026-04-22T10:03:52Z,BOUNDED_BY_AGENTWATCH,95,1800,95,350,CUST_258446
RUN_00262,dispute_recon_v1,2026-04-13T16:00:29Z,2026-04-13T16:01:15Z,COMPLETED,3,0.2281,3,46,CUST_986984
RUN_00263,dispute_recon_v1,2026-04-26T05:38:53Z,2026-04-26T05:39:38Z,COMPLETED,5,0.3448,5,45,CUST_767560
RUN_00264,loan_pkg_v4,2026-04-19T01:42:01Z,2026-04-19T01:42:50Z,COMPLETED,6,1.3966,6,49,CUST_369208
RUN_00265,kyc_refresh_v2,2026-04-21T09:27:58Z,2026-04-21T09:28:22Z,COMPLETED,8,0.9624,8,24,CUST_688170
RUN_00266,claims_triage_v3,2026-04-26T16:51:42Z,2026-04-26T16:52:30Z,COMPLETED,3,0.563,3,48,CUST_962238
RUN_00267,dispute_recon_v1,2026-04-11T21:06:45Z,2026-04-11T21:07:33Z,COMPLETED,5,0.5049,5,48,CUST_691061
RUN_00268,loan_pkg_v4,2026-04-07T17:38:05Z,2026-04-07T17:38:50Z,COMPLETED,9,2.4472,9,45,CUST_673254
RUN_00269,claims_triage_v3,2026-04-06T06:29:38Z,2026-04-06T06:29:58Z,COMPLETED,7,1.004,7,20,CUST_436795
RUN_00270,kyc_refresh_v2,2026-04-08T16:11:45Z,2026-04-08T16:12:04Z,COMPLETED,6,0.804,6,19,CUST_433565
RUN_00271,dispute_recon_v1,2026-04-18T10:43:22Z,2026-04-18T10:44:47Z,COMPLETED,9,0.8995,9,85,CUST_220690
RUN_00272,kyc_refresh_v2,2026-04-28T10:47:42Z,2026-04-28T10:48:03Z,COMPLETED,4,0.3028,4,21,CUST_609951
RUN_00273,kyc_refresh_v2,2026-04-22T13:07:28Z,2026-04-22T13:07:35Z,COMPLETED,5,0.6792,5,7,CUST_666672
RUN_00274,kyc_refresh_v2,2026-04-01T15:56:46Z,2026-04-01T15:57:06Z,COMPLETED,7,0.9261,7,20,CUST_902843
RUN_00275,dispute_recon_v1,2026-04-23T05:29:42Z,2026-04-23T05:31:09Z,COMPLETED,5,0.5709,5,87,CUST_542085
RUN_00276,kyc_refresh_v2,2026-04-28T05:01:32Z,2026-04-28T05:01:40Z,COMPLETED,2,0.1908,2,8,CUST_866020
RUN_00277,loan_pkg_v4,2026-04-27T15:41:26Z,2026-04-27T15:41:32Z,COMPLETED,5,0.8695,5,6,CUST_911163
RUN_00278,dispute_recon_v1,2026-04-23T14:45:07Z,2026-04-23T14:45:55Z,FAILED_RETRYABLE,5,0.4915,5,48,CUST_365458
RUN_00279,dispute_recon_v1,2026-04-28T09:46:47Z,2026-04-28T09:48:15Z,COMPLETED,3,0.3816,3,88,CUST_153838
RUN_00280,claims_triage_v3,2026-04-06T05:34:09Z,2026-04-06T05:34:56Z,TIMEOUT,4,0.4283,4,47,CUST_788739
RUN_00281,claims_triage_v3,2026-04-28T12:45:20Z,2026-04-28T12:45:26Z,COMPLETED,5,0.8015,5,6,CUST_203903
RUN_00282,dispute_recon_v1,2026-04-11T17:11:31Z,2026-04-11T17:12:18Z,COMPLETED,8,0.449,8,47,CUST_694431
RUN_00283,dispute_recon_v1,2026-04-18T01:04:00Z,2026-04-18T01:04:20Z,COMPLETED,1,0.0698,1,20,CUST_655824
RUN_00284,claims_triage_v3,2026-04-14T22:22:45Z,2026-04-14T22:23:08Z,COMPLETED,6,0.5078,6,23,CUST_490244
RUN_00285,kyc_refresh_v2,2026-04-25T10:21:07Z,2026-04-25T10:27:26Z,COMPLETED,2,0.257,2,379,CUST_704313
RUN_00286,kyc_refresh_v2,2026-04-05T20:33:27Z,2026-04-05T20:33:46Z,COMPLETED,4,0.3248,4,19,CUST_183098
RUN_00287,claims_triage_v3,2026-04-23T08:16:47Z,2026-04-23T08:16:52Z,COMPLETED,3,0.3692,3,5,CUST_245200
RUN_00288,loan_pkg_v4,2026-04-16T22:28:17Z,2026-04-16T22:29:03Z,FAILED_RETRYABLE,12,1.5502,12,46,CUST_372782
RUN_00289,claims_triage_v3,2026-04-08T11:30:36Z,2026-04-08T11:30:57Z,COMPLETED,7,0.6539,7,21,CUST_134219
RUN_00290,loan_pkg_v4,2026-04-06T00:48:25Z,2026-04-06T00:48:33Z,COMPLETED,8,2.1648,8,8,CUST_773208
RUN_00291,kyc_refresh_v2,2026-04-10T08:13:50Z,2026-04-10T08:14:10Z,COMPLETED,6,0.7591,6,20,CUST_575649
RUN_00292,claims_triage_v3,2026-04-06T14:18:50Z,2026-04-06T14:19:38Z,COMPLETED,4,0.339,4,48,CUST_463982
RUN_00293,dispute_recon_v1,2026-04-04T01:17:14Z,2026-04-04T01:17:34Z,COMPLETED,3,0.3622,3,20,CUST_953843
RUN_00294,kyc_refresh_v2,2026-04-19T03:35:15Z,2026-04-19T03:36:00Z,COMPLETED,1,0.1273,1,45,CUST_230863
RUN_00295,kyc_refresh_v2,2026-04-01T17:41:35Z,2026-04-01T17:43:01Z,COMPLETED,5,0.5935,5,86,CUST_628904
RUN_00296,dispute_recon_v1,2026-04-28T17:10:38Z,2026-04-28T17:10:59Z,COMPLETED,5,0.3064,5,21,CUST_621377
RUN_00297,claims_triage_v3,2026-04-22T01:30:25Z,2026-04-22T01:30:47Z,COMPLETED,6,0.6471,6,22,CUST_519658
RUN_00298,dispute_recon_v1,2026-04-08T20:11:07Z,2026-04-08T20:17:26Z,COMPLETED,1,0.0696,1,379,CUST_351542
RUN_00299,loan_pkg_v4,2026-04-26T22:54:59Z,2026-04-26T22:55:08Z,COMPLETED,7,1.3687,7,9,CUST_940646
RUN_00300,dispute_recon_v1,2026-04-25T14:41:04Z,2026-04-25T14:41:23Z,COMPLETED,6,0.7038,6,19,CUST_795642
RUN_00301,dispute_recon_v1,2026-04-15T23:05:27Z,2026-04-15T23:06:16Z,COMPLETED,4,0.4714,4,49,CUST_466369
RUN_00302,kyc_refresh_v2,2026-04-13T19:19:15Z,2026-04-13T19:21:35Z,COMPLETED,9,1.1857,9,140,CUST_695517
RUN_00303,dispute_recon_v1,2026-04-19T17:49:22Z,2026-04-19T17:50:51Z,COMPLETED,1,0.0713,1,89,CUST_122393
RUN_00304,loan_pkg_v4,2026-04-01T01:44:13Z,2026-04-01T01:44:23Z,COMPLETED,9,1.7288,9,10,CUST_593079
RUN_00305,dispute_recon_v1,2026-04-30T04:58:34Z,2026-04-30T04:58:44Z,COMPLETED,8,0.5815,8,10,CUST_137981
RUN_00306,dispute_recon_v1,2026-04-15T17:41:35Z,2026-04-15T17:42:21Z,COMPLETED,5,0.5991,5,46,CUST_877234
RUN_00307,dispute_recon_v1,2026-04-05T00:42:55Z,2026-04-05T00:43:16Z,COMPLETED,3,0.1731,3,21,CUST_556223
RUN_00308,claims_triage_v3,2026-04-09T13:44:46Z,2026-04-09T13:45:10Z,COMPLETED,7,0.6467,7,24,CUST_262788
RUN_00309,claims_triage_v3,2026-04-09T06:25:26Z,2026-04-09T06:25:33Z,COMPLETED,7,1.061,7,7,CUST_537133
RUN_00310,loan_pkg_v4,2026-04-25T03:10:34Z,2026-04-25T03:10:53Z,COMPLETED,10,1.2631,10,19,CUST_398151
RUN_00311,dispute_recon_v1,2026-04-15T15:09:42Z,2026-04-15T15:09:48Z,COMPLETED,2,0.1195,2,6,CUST_966292
RUN_00312,dispute_recon_v1,2026-04-05T21:43:36Z,2026-04-05T21:43:56Z,COMPLETED,6,0.3954,6,20,CUST_745170
RUN_00313,loan_pkg_v4,2026-04-03T02:17:57Z,2026-04-03T02:18:46Z,COMPLETED,6,0.8969,6,49,CUST_230886
RUN_00314,dispute_recon_v1,2026-04-05T13:19:38Z,2026-04-05T13:20:25Z,COMPLETED,7,0.6136,7,47,CUST_517435
RUN_00315,loan_pkg_v4,2026-04-17T01:42:29Z,2026-04-17T01:42:34Z,COMPLETED,7,1.472,7,5,CUST_823783
RUN_00316,loan_pkg_v4,2026-04-13T15:21:00Z,2026-04-13T15:22:29Z,COMPLETED,8,1.9575,8,89,CUST_378966
RUN_00317,kyc_refresh_v2,2026-04-15T23:41:05Z,2026-04-15T23:42:31Z,COMPLETED,4,0.4846,4,86,CUST_864432
RUN_00318,loan_pkg_v4,2026-04-21T13:25:18Z,2026-04-21T13:27:42Z,COMPLETED,9,1.6314,9,144,CUST_837686
RUN_00319,kyc_refresh_v2,2026-04-13T05:18:41Z,2026-04-13T05:18:46Z,COMPLETED,4,0.3051,4,5,CUST_681016
RUN_00320,claims_triage_v3,2026-04-13T23:02:34Z,2026-04-13T23:04:04Z,FAILED_RETRYABLE,9,1.08,9,350,CUST_782179
RUN_00321,loan_pkg_v4,2026-04-28T22:44:11Z,2026-04-28T22:44:55Z,BOUNDED_BY_AGENTWATCH,25,90,25,350,CUST_256505
RUN_00322,loan_pkg_v4,2026-04-07T01:44:33Z,2026-04-07T01:44:43Z,COMPLETED,7,1.3716,7,10,CUST_765112
RUN_00323,kyc_refresh_v2,2026-04-15T05:53:54Z,2026-04-15T05:54:02Z,COMPLETED,3,0.3134,3,8,CUST_892033
RUN_00324,dispute_recon_v1,2026-04-28T02:21:31Z,2026-04-28T02:22:59Z,COMPLETED,5,0.2989,5,88,CUST_804505
RUN_00325,kyc_refresh_v2,2026-04-22T00:18:01Z,2026-04-22T00:18:24Z,COMPLETED,1,0.1405,1,23,CUST_488174
RUN_00326,loan_pkg_v4,2026-04-04T16:19:29Z,2026-04-04T16:21:51Z,COMPLETED,5,0.9081,5,142,CUST_554648
RUN_00327,dispute_recon_v1,2026-04-28T00:31:07Z,2026-04-28T00:32:34Z,COMPLETED,2,0.2136,2,87,CUST_830576
RUN_00328,dispute_recon_v1,2026-04-04T15:44:05Z,2026-04-04T15:44:51Z,COMPLETED,2,0.2008,2,46,CUST_620844
RUN_00329,kyc_refresh_v2,2026-04-16T15:11:32Z,2026-04-16T15:12:18Z,COMPLETED,2,0.2802,2,46,CUST_291023
RUN_00330,claims_triage_v3,2026-04-26T23:47:57Z,2026-04-26T23:48:18Z,COMPLETED,4,0.6041,4,21,CUST_233257
RUN_00331,loan_pkg_v4,2026-04-26T10:54:39Z,2026-04-26T10:55:03Z,COMPLETED,11,2.808,11,24,CUST_339232
RUN_00332,dispute_recon_v1,2026-04-29T05:08:31Z,2026-04-29T05:08:55Z,COMPLETED,5,0.6399,5,24,CUST_123103
RUN_00333,loan_pkg_v4,2026-04-17T03:04:45Z,2026-04-17T03:05:08Z,COMPLETED,7,1.9475,7,23,CUST_655212
RUN_00334,loan_pkg_v4,2026-04-07T20:13:12Z,2026-04-07T20:13:59Z,COMPLETED,7,2.0067,7,47,CUST_727396
RUN_00335,dispute_recon_v1,2026-04-13T02:41:06Z,2026-04-13T02:42:35Z,COMPLETED,5,0.3712,5,89,CUST_309053
RUN_00336,claims_triage_v3,2026-04-27T06:31:38Z,2026-04-27T06:31:43Z,COMPLETED,7,0.9836,7,5,CUST_744003
RUN_00337,dispute_recon_v1,2026-04-27T20:51:17Z,2026-04-27T20:51:23Z,COMPLETED,5,0.3622,5,6,CUST_714745
RUN_00338,dispute_recon_v1,2026-04-29T06:28:22Z,2026-04-29T06:28:46Z,COMPLETED,6,0.4405,6,24,CUST_648012
RUN_00339,loan_pkg_v4,2026-04-20T22:25:26Z,2026-04-20T22:26:56Z,COMPLETED,7,1.2638,7,90,CUST_598367
RUN_00340,claims_triage_v3,2026-04-01T12:02:34Z,2026-04-01T12:02:42Z,COMPLETED,5,0.4711,5,8,CUST_632698
RUN_00341,claims_triage_v3,2026-04-01T03:03:35Z,2026-04-01T03:03:41Z,COMPLETED,7,0.9377,7,6,CUST_590886
RUN_00342,loan_pkg_v4,2026-04-12T20:36:05Z,2026-04-12T20:36:10Z,COMPLETED,9,2.4424,9,5,CUST_970228
RUN_00343,claims_triage_v3,2026-04-09T20:56:18Z,2026-04-09T20:56:41Z,COMPLETED,4,0.7591,4,23,CUST_882409
RUN_00344,claims_triage_v3,2026-04-20T17:43:07Z,2026-04-20T17:58:25Z,COMPLETED,4,0.7352,4,918,CUST_190903
RUN_00345,loan_pkg_v4,2026-04-07T22:06:22Z,2026-04-07T22:06:27Z,COMPLETED,6,1.105,6,5,CUST_768857
RUN_00346,dispute_recon_v1,2026-04-04T02:05:07Z,2026-04-04T02:06:35Z,COMPLETED,4,0.5115,4,88,CUST_772810
RUN_00347,dispute_recon_v1,2026-04-16T03:01:30Z,2026-04-16T03:02:14Z,COMPLETED,3,0.2242,3,44,CUST_689328
RUN_00348,claims_triage_v3,2026-04-27T08:54:34Z,2026-04-27T08:54:54Z,COMPLETED,8,1.0833,8,20,CUST_740735
RUN_00349,dispute_recon_v1,2026-04-04T09:17:56Z,2026-04-04T09:20:20Z,COMPLETED,3,0.277,3,144,CUST_511298
RUN_00350,kyc_refresh_v2,2026-04-14T20:57:25Z,2026-04-14T20:58:14Z,COMPLETED,4,0.3176,4,49,CUST_889902
RUN_00351,claims_triage_v3,2026-04-03T17:54:28Z,2026-04-03T17:54:47Z,COMPLETED,7,1.0274,7,19,CUST_316997
RUN_00352,dispute_recon_v1,2026-04-02T08:32:28Z,2026-04-02T08:32:50Z,COMPLETED,5,0.4951,5,22,CUST_931790
RUN_00353,kyc_refresh_v2,2026-04-29T22:29:31Z,2026-04-29T22:29:37Z,COMPLETED,4,0.4212,4,6,CUST_484386
RUN_00354,claims_triage_v3,2026-04-05T06:42:20Z,2026-04-05T06:44:42Z,COMPLETED,4,0.6187,4,142,CUST_724118
RUN_00355,claims_triage_v3,2026-04-09T13:52:14Z,2026-04-09T13:52:22Z,COMPLETED,3,0.3529,3,8,CUST_103924
RUN_00356,claims_triage_v3,2026-04-13T04:50:44Z,2026-04-13T04:52:10Z,COMPLETED,8,1.433,8,86,CUST_178117
RUN_00357,claims_triage_v3,2026-04-07T09:48:53Z,2026-04-07T09:49:38Z,COMPLETED,4,0.4714,4,45,CUST_142238
RUN_00358,claims_triage_v3,2026-04-15T22:48:21Z,2026-04-15T22:48:30Z,COMPLETED,8,1.3469,8,9,CUST_863113
RUN_00359,dispute_recon_v1,2026-04-16T23:10:10Z,2026-04-16T23:10:59Z,COMPLETED,14,1.54,14,350,CUST_719286
RUN_00360,claims_triage_v3,2026-04-15T00:59:18Z,2026-04-15T01:00:45Z,COMPLETED,3,0.4729,3,87,CUST_838200
RUN_00361,dispute_recon_v1,2026-04-02T00:23:09Z,2026-04-02T00:23:16Z,FAILED_RETRYABLE,4,0.4692,4,7,CUST_698644
RUN_00362,loan_pkg_v4,2026-04-15T18:05:33Z,2026-04-15T18:20:53Z,COMPLETED,8,1.6595,8,920,CUST_791547
RUN_00363,dispute_recon_v1,2026-04-09T01:40:13Z,2026-04-09T01:40:21Z,COMPLETED,2,0.2348,2,8,CUST_562433
RUN_00364,dispute_recon_v1,2026-04-12T03:43:40Z,2026-04-12T03:44:27Z,COMPLETED,6,0.3478,6,47,CUST_156779
RUN_00365,kyc_refresh_v2,2026-04-03T19:07:16Z,2026-04-03T19:08:04Z,COMPLETED,1,0.1402,1,48,CUST_779093
RUN_00366,kyc_refresh_v2,2026-04-19T13:52:35Z,2026-04-19T13:52:55Z,COMPLETED,5,0.5954,5,20,CUST_570428
RUN_00367,kyc_refresh_v2,2026-04-30T19:35:27Z,2026-04-30T19:36:11Z,COMPLETED,3,0.2616,3,44,CUST_633503
RUN_00368,claims_triage_v3,2026-04-21T19:12:51Z,2026-04-21T19:13:12Z,COMPLETED,3,0.4231,3,21,CUST_297425
RUN_00369,loan_pkg_v4,2026-04-12T01:23:42Z,2026-04-12T01:25:08Z,COMPLETED,6,0.7794,6,86,CUST_746459
RUN_00370,kyc_refresh_v2,2026-04-14T16:23:35Z,2026-04-14T16:23:45Z,COMPLETED,4,0.5186,4,10,CUST_500491
RUN_00371,claims_triage_v3,2026-04-12T14:25:11Z,2026-04-12T14:25:59Z,COMPLETED,8,0.6897,8,48,CUST_542964
RUN_00372,kyc_refresh_v2,2026-04-25T17:49:29Z,2026-04-25T17:49:48Z,COMPLETED,4,0.3066,4,19,CUST_448039
RUN_00373,claims_triage_v3,2026-04-17T13:10:20Z,2026-04-17T13:10:42Z,COMPLETED,8,1.2924,8,22,CUST_515028
RUN_00374,loan_pkg_v4,2026-04-06T06:46:33Z,2026-04-06T06:46:54Z,COMPLETED,7,1.8764,7,21,CUST_932036
RUN_00375,claims_triage_v3,2026-04-30T14:04:23Z,2026-04-30T14:04:33Z,TIMEOUT,5,0.7042,5,10,CUST_177026
RUN_00376,kyc_refresh_v2,2026-04-11T10:00:34Z,2026-04-11T10:00:40Z,COMPLETED,2,0.2308,2,6,CUST_180402
RUN_00377,claims_triage_v3,2026-04-24T09:14:16Z,2026-04-24T09:14:21Z,COMPLETED,6,1.052,6,5,CUST_168199
RUN_00378,dispute_recon_v1,2026-04-30T22:52:15Z,2026-04-30T22:52:21Z,COMPLETED,2,0.2526,2,6,CUST_794177
RUN_00379,kyc_refresh_v2,2026-04-18T19:10:10Z,2026-04-18T19:10:54Z,COMPLETED,2,0.2723,2,44,CUST_938936
RUN_00380,dispute_recon_v1,2026-04-23T19:49:41Z,2026-04-23T19:50:01Z,COMPLETED,8,0.6052,8,20,CUST_906862
RUN_00381,kyc_refresh_v2,2026-04-25T16:56:02Z,2026-04-25T16:56:22Z,COMPLETED,6,0.6226,6,20,CUST_303978
RUN_00382,claims_triage_v3,2026-04-29T20:10:18Z,2026-04-29T20:11:04Z,COMPLETED,6,0.6344,6,46,CUST_522537
RUN_00383,claims_triage_v3,2026-04-29T10:03:39Z,2026-04-29T10:04:26Z,COMPLETED,5,0.9346,5,47,CUST_906360
RUN_00384,loan_pkg_v4,2026-04-16T12:46:08Z,2026-04-16T12:46:17Z,COMPLETED,7,0.8898,7,9,CUST_615550
