call_id,run_id,agent_id,step_index,tool_name,args_json,called_at,latency_ms,status,cost_usd
TC_000465,RUN_00090,claims_triage_v3,4,comm_draft,"{""customer_id"":""CUST_117112""}",2026-04-13T04:01:11Z,45,OK,0.0348
TC_000466,RUN_00090,claims_triage_v3,5,doc_extract,"{""customer_id"":""CUST_117112""}",2026-04-13T04:01:25Z,90,ERROR_TIMEOUT,0.0291
TC_000467,RUN_00091,kyc_refresh_v2,0,edd_request,"{""customer_id"":""CUST_976596""}",2026-04-20T17:01:22Z,45,OK,0.0094
TC_000468,RUN_00091,kyc_refresh_v2,1,customer_lookup,"{""customer_id"":""CUST_976596""}",2026-04-20T17:01:27Z,180,OK,0.0266
TC_000469,RUN_00091,kyc_refresh_v2,2,doc_extract,"{""customer_id"":""CUST_976596""}",2026-04-20T17:01:32Z,180,OK,0.0393
TC_000470,RUN_00091,kyc_refresh_v2,3,pep_check,"{""customer_id"":""CUST_976596""}",2026-04-20T17:01:38Z,45,OK,0.0064
TC_000471,RUN_00091,kyc_refresh_v2,4,ofac_check,"{""customer_id"":""CUST_976596""}",2026-04-20T17:01:43Z,380,OK,0.0148
TC_000472,RUN_00091,kyc_refresh_v2,5,doc_extract,"{""customer_id"":""CUST_976596""}",2026-04-20T17:01:49Z,90,OK,0.0237
TC_000473,RUN_00091,kyc_refresh_v2,6,customer_lookup,"{""customer_id"":""CUST_976596""}",2026-04-20T17:01:54Z,180,OK,0.0257
TC_000474,RUN_00091,kyc_refresh_v2,7,case_create,"{""customer_id"":""CUST_976596""}",2026-04-20T17:02:00Z,180,OK,0.0226
TC_000475,RUN_00092,kyc_refresh_v2,0,edd_request,"{""customer_id"":""CUST_149494""}",2026-04-03T15:07:42Z,180,OK,0.0281
TC_000476,RUN_00092,kyc_refresh_v2,1,customer_lookup,"{""customer_id"":""CUST_149494""}",2026-04-03T15:07:45Z,380,OK,0.0024
TC_000477,RUN_00093,kyc_refresh_v2,0,customer_lookup,"{""customer_id"":""CUST_913374""}",2026-04-07T11:14:17Z,45,OK,0.013
TC_000478,RUN_00093,kyc_refresh_v2,1,edd_request,"{""customer_id"":""CUST_913374""}",2026-04-07T11:14:28Z,90,OK,0.0265
TC_000479,RUN_00093,kyc_refresh_v2,2,customer_lookup,"{""customer_id"":""CUST_913374""}",2026-04-07T11:14:39Z,180,OK,0.0095
TC_000480,RUN_00093,kyc_refresh_v2,3,case_create,"{""customer_id"":""CUST_913374""}",2026-04-07T11:14:50Z,180,OK,0.0289
TC_000481,RUN_00094,dispute_recon_v1,0,doc_extract,"{""customer_id"":""CUST_763736""}",2026-04-05T11:19:32Z,45,OK,0.0282
TC_000482,RUN_00094,dispute_recon_v1,1,doc_extract,"{""customer_id"":""CUST_763736""}",2026-04-05T11:19:48Z,45,OK,0.0147
TC_000483,RUN_00094,dispute_recon_v1,2,merchant_check,"{""customer_id"":""CUST_763736""}",2026-04-05T11:20:04Z,90,OK,0.0168
TC_000484,RUN_00095,claims_triage_v3,0,claim_lookup,"{""customer_id"":""CUST_447219"",""claim_id"":""CLM_447000"",""retry"":0}",2026-04-14T03:12:08Z,359,OK,0.0142
TC_000485,RUN_00095,claims_triage_v3,1,claim_lookup,"{""customer_id"":""CUST_447219"",""claim_id"":""CLM_447001"",""retry"":1}",2026-04-14T03:12:10Z,435,OK,0.0165
TC_000486,RUN_00095,claims_triage_v3,2,claim_lookup,"{""customer_id"":""CUST_447219"",""claim_id"":""CLM_447002"",""retry"":2}",2026-04-14T03:12:13Z,218,OK,0.0144
TC_000487,RUN_00095,claims_triage_v3,3,claim_lookup,"{""customer_id"":""CUST_447219"",""claim_id"":""CLM_447003"",""retry"":3}",2026-04-14T03:12:15Z,342,OK,0.0148
TC_000488,RUN_00095,claims_triage_v3,4,claim_lookup,"{""customer_id"":""CUST_447219"",""claim_id"":""CLM_447004"",""retry"":4}",2026-04-14T03:12:18Z,288,OK,0.014
TC_000489,RUN_00095,claims_triage_v3,5,claim_lookup,"{""customer_id"":""CUST_447219"",""claim_id"":""CLM_447005"",""retry"":5}",2026-04-14T03:12:21Z,598,OK,0.0131
TC_000490,RUN_00096,claims_triage_v3,0,claim_lookup,"{""customer_id"":""CUST_702397""}",2026-04-10T19:10:37Z,45,OK,0.0142
TC_000491,RUN_00096,claims_triage_v3,1,fraud_score,"{""customer_id"":""CUST_702397""}",2026-04-10T19:10:44Z,1850,OK,0.023
TC_000492,RUN_00096,claims_triage_v3,2,fraud_score,"{""customer_id"":""CUST_702397""}",2026-04-10T19:10:51Z,45,OK,0.0095
TC_000493,RUN_00096,claims_triage_v3,3,claim_lookup,"{""customer_id"":""CUST_702397""}",2026-04-10T19:10:58Z,90,OK,0.0391
TC_000494,RUN_00096,claims_triage_v3,4,fraud_score,"{""customer_id"":""CUST_702397""}",2026-04-10T19:11:05Z,180,OK,0.0246
TC_000495,RUN_00096,claims_triage_v3,5,customer_match,"{""customer_id"":""CUST_702397""}",2026-04-10T19:11:12Z,45,OK,0.029
TC_000496,RUN_00096,claims_triage_v3,6,policy_lookup,"{""customer_id"":""CUST_702397""}",2026-04-10T19:11:19Z,180,OK,0.0039
TC_000497,RUN_00097,dispute_recon_v1,0,doc_extract,"{""customer_id"":""CUST_520608""}",2026-04-07T17:59:18Z,45,OK,0.0198
TC_000498,RUN_00097,dispute_recon_v1,1,txn_match,"{""customer_id"":""CUST_520608""}",2026-04-07T17:59:32Z,90,OK,0.0134
TC_000499,RUN_00097,dispute_recon_v1,2,txn_match,"{""customer_id"":""CUST_520608""}",2026-04-07T17:59:47Z,45,OK,0.0214
TC_000500,RUN_00098,kyc_refresh_v2,0,customer_lookup,"{""customer_id"":""CUST_519719""}",2026-04-13T20:53:44Z,380,OK,0.0369
TC_000501,RUN_00098,kyc_refresh_v2,1,case_create,"{""customer_id"":""CUST_519719""}",2026-04-13T20:53:48Z,45,OK,0.0094
TC_000502,RUN_00098,kyc_refresh_v2,2,case_create,"{""customer_id"":""CUST_519719""}",2026-04-13T20:53:53Z,45,OK,0.0249
TC_000503,RUN_00098,kyc_refresh_v2,3,ofac_check,"{""customer_id"":""CUST_519719""}",2026-04-13T20:53:58Z,180,OK,0.0387
TC_000504,RUN_00098,kyc_refresh_v2,4,case_create,"{""customer_id"":""CUST_519719""}",2026-04-13T20:54:03Z,180,OK,0.0267
TC_000505,RUN_00099,kyc_refresh_v2,0,doc_extract,"{""customer_id"":""CUST_824628""}",2026-04-04T06:06:44Z,45,OK,0.0169
TC_000506,RUN_00099,kyc_refresh_v2,1,ofac_check,"{""customer_id"":""CUST_824628""}",2026-04-04T06:06:48Z,45,OK,0.0146
TC_000507,RUN_00099,kyc_refresh_v2,2,ofac_check,"{""customer_id"":""CUST_824628""}",2026-04-04T06:06:52Z,720,OK,0.0046
TC_000508,RUN_00099,kyc_refresh_v2,3,edd_request,"{""customer_id"":""CUST_824628""}",2026-04-04T06:06:56Z,45,OK,0.0339
TC_000509,RUN_00099,kyc_refresh_v2,4,ofac_check,"{""customer_id"":""CUST_824628""}",2026-04-04T06:07:00Z,90,OK,0.0181
TC_000510,RUN_00100,loan_pkg_v4,0,approval_route,"{""customer_id"":""CUST_521242""}",2026-04-24T13:17:29Z,45,OK,0.0196
TC_000511,RUN_00100,loan_pkg_v4,1,appraisal_request,"{""customer_id"":""CUST_521242""}",2026-04-24T13:17:35Z,180,OK,0.0342
TC_000512,RUN_00100,loan_pkg_v4,2,appraisal_request,"{""customer_id"":""CUST_521242""}",2026-04-24T13:17:41Z,45,OK,0.0171
TC_000513,RUN_00100,loan_pkg_v4,3,credit_pull,"{""customer_id"":""CUST_521242""}",2026-04-24T13:17:47Z,90,OK,0.0166
TC_000514,RUN_00101,dispute_recon_v1,0,merchant_check,"{""customer_id"":""CUST_587167""}",2026-04-02T22:52:47Z,45,OK,0.0341
TC_000515,RUN_00101,dispute_recon_v1,1,merchant_check,"{""customer_id"":""CUST_587167""}",2026-04-02T22:57:53Z,45,OK,0.0159
TC_000516,RUN_00101,dispute_recon_v1,2,ledger_lookup,"{""customer_id"":""CUST_587167""}",2026-04-02T23:03:00Z,90,OK,0.0392
TC_000517,RUN_00102,kyc_refresh_v2,0,regulator_filing,"{""customer_id"":""CUST_661634""}",2026-04-03T15:00:05Z,45,OK,0.0169
TC_000518,RUN_00102,kyc_refresh_v2,1,ofac_check,"{""customer_id"":""CUST_661634""}",2026-04-03T15:00:27Z,90,OK,0.0285
TC_000519,RUN_00102,kyc_refresh_v2,2,ofac_check,"{""customer_id"":""CUST_661634""}",2026-04-03T15:00:50Z,90,OK,0.0093
TC_000520,RUN_00102,kyc_refresh_v2,3,ofac_check,"{""customer_id"":""CUST_661634""}",2026-04-03T15:01:12Z,1850,OK,0.004
TC_000521,RUN_00103,kyc_refresh_v2,0,doc_extract,"{""customer_id"":""CUST_282075""}",2026-04-03T01:36:56Z,180,OK,0.0017
TC_000522,RUN_00104,kyc_refresh_v2,0,regulator_filing,"{""customer_id"":""CUST_221788""}",2026-04-13T09:33:04Z,720,OK,0.0071
TC_000523,RUN_00104,kyc_refresh_v2,1,customer_lookup,"{""customer_id"":""CUST_221788""}",2026-04-13T09:33:19Z,45,OK,0.0076
TC_000524,RUN_00104,kyc_refresh_v2,2,doc_extract,"{""customer_id"":""CUST_221788""}",2026-04-13T09:33:34Z,45,OK,0.0309
TC_000525,RUN_00105,claims_triage_v3,0,siu_check,"{""customer_id"":""CUST_705285""}",2026-04-19T06:54:11Z,180,OK,0.0185
TC_000526,RUN_00105,claims_triage_v3,1,siu_check,"{""customer_id"":""CUST_705285""}",2026-04-19T06:54:14Z,45,OK,0.0299
TC_000527,RUN_00105,claims_triage_v3,2,policy_lookup,"{""customer_id"":""CUST_705285""}",2026-04-19T06:54:17Z,45,OK,0.0048
TC_000528,RUN_00106,dispute_recon_v1,0,chargeback_init,"{""customer_id"":""CUST_533480""}",2026-04-15T18:54:56Z,45,OK,0.0262
TC_000529,RUN_00106,dispute_recon_v1,1,txn_match,"{""customer_id"":""CUST_533480""}",2026-04-15T18:55:07Z,180,OK,0.003
TC_000530,RUN_00106,dispute_recon_v1,2,ledger_lookup,"{""customer_id"":""CUST_533480""}",2026-04-15T18:55:18Z,45,OK,0.0057
TC_000531,RUN_00106,dispute_recon_v1,3,merchant_check,"{""customer_id"":""CUST_533480""}",2026-04-15T18:55:29Z,45,OK,0.0193
TC_000532,RUN_00106,dispute_recon_v1,4,ledger_lookup,"{""customer_id"":""CUST_533480""}",2026-04-15T18:55:40Z,380,OK,0.018
TC_000533,RUN_00106,dispute_recon_v1,5,chargeback_init,"{""customer_id"":""CUST_533480""}",2026-04-15T18:55:51Z,90,OK,0.0271
TC_000534,RUN_00106,dispute_recon_v1,6,doc_extract,"{""customer_id"":""CUST_533480""}",2026-04-15T18:56:02Z,90,OK,0.0048
TC_000535,RUN_00106,dispute_recon_v1,7,chargeback_init,"{""customer_id"":""CUST_533480""}",2026-04-15T18:56:13Z,180,OK,0.0355
TC_000536,RUN_00107,kyc_refresh_v2,0,regulator_filing,"{""customer_id"":""CUST_424859""}",2026-04-28T12:59:47Z,90,OK,0.0263
TC_000537,RUN_00107,kyc_refresh_v2,1,pep_check,"{""customer_id"":""CUST_424859""}",2026-04-28T12:59:54Z,90,OK,0.0158
TC_000538,RUN_00107,kyc_refresh_v2,2,regulator_filing,"{""customer_id"":""CUST_424859""}",2026-04-28T13:00:02Z,90,OK,0.0231
TC_000539,RUN_00107,kyc_refresh_v2,3,edd_request,"{""customer_id"":""CUST_424859""}",2026-04-28T13:00:09Z,90,OK,0.0072
TC_000540,RUN_00107,kyc_refresh_v2,4,regulator_filing,"{""customer_id"":""CUST_424859""}",2026-04-28T13:00:17Z,45,OK,0.0016
TC_000541,RUN_00107,kyc_refresh_v2,5,case_create,"{""customer_id"":""CUST_424859""}",2026-04-28T13:00:24Z,380,OK,0.0201
TC_000542,RUN_00108,claims_triage_v3,0,customer_match,"{""customer_id"":""CUST_406295""}",2026-04-12T08:19:59Z,720,OK,0.0074
TC_000543,RUN_00108,claims_triage_v3,1,doc_extract,"{""customer_id"":""CUST_406295""}",2026-04-12T08:20:10Z,45,OK,0.0184
TC_000544,RUN_00108,claims_triage_v3,2,policy_lookup,"{""customer_id"":""CUST_406295""}",2026-04-12T08:20:21Z,180,OK,0.0344
TC_000545,RUN_00108,claims_triage_v3,3,ticket_create,"{""customer_id"":""CUST_406295""}",2026-04-12T08:20:33Z,45,OK,0.031
TC_000546,RUN_00108,claims_triage_v3,4,siu_check,"{""customer_id"":""CUST_406295""}",2026-04-12T08:20:44Z,45,OK,0.0382
TC_000547,RUN_00108,claims_triage_v3,5,customer_match,"{""customer_id"":""CUST_406295""}",2026-04-12T08:20:55Z,90,ERROR_TIMEOUT,0.0193
TC_000548,RUN_00109,loan_pkg_v4,0,rate_lock,"{""customer_id"":""CUST_169263""}",2026-04-23T08:16:20Z,45,OK,0.0176
TC_000549,RUN_00109,loan_pkg_v4,1,appraisal_request,"{""customer_id"":""CUST_169263""}",2026-04-23T08:16:23Z,180,OK,0.0341
TC_000550,RUN_00109,loan_pkg_v4,2,app_lookup,"{""customer_id"":""CUST_169263""}",2026-04-23T08:16:27Z,45,OK,0.0107
TC_000551,RUN_00109,loan_pkg_v4,3,comm_draft,"{""customer_id"":""CUST_169263""}",2026-04-23T08:16:31Z,90,OK,0.0279
TC_000552,RUN_00109,loan_pkg_v4,4,title_check,"{""customer_id"":""CUST_169263""}",2026-04-23T08:16:35Z,45,OK,0.0338
TC_000553,RUN_00109,loan_pkg_v4,5,title_check,"{""customer_id"":""CUST_169263""}",2026-04-23T08:16:38Z,45,OK,0.0148
TC_000554,RUN_00109,loan_pkg_v4,6,approval_route,"{""customer_id"":""CUST_169263""}",2026-04-23T08:16:42Z,90,OK,0.0036
TC_000555,RUN_00109,loan_pkg_v4,7,title_check,"{""customer_id"":""CUST_169263""}",2026-04-23T08:16:46Z,90,OK,0.0052
TC_000556,RUN_00110,dispute_recon_v1,0,chargeback_init,"{""customer_id"":""CUST_249606""}",2026-04-09T00:48:20Z,180,OK,0.0363
TC_000557,RUN_00110,dispute_recon_v1,1,ledger_lookup,"{""customer_id"":""CUST_249606""}",2026-04-09T00:48:36Z,90,OK,0.0396
TC_000558,RUN_00110,dispute_recon_v1,2,txn_match,"{""customer_id"":""CUST_249606""}",2026-04-09T00:48:52Z,45,OK,0.0225
TC_000559,RUN_00111,claims_triage_v3,0,adjudication_calc,"{""customer_id"":""CUST_775596""}",2026-04-21T01:34:41Z,90,OK,0.0096
TC_000560,RUN_00111,claims_triage_v3,1,policy_lookup,"{""customer_id"":""CUST_775596""}",2026-04-21T01:36:52Z,180,OK,0.0192
TC_000561,RUN_00111,claims_triage_v3,2,customer_match,"{""customer_id"":""CUST_775596""}",2026-04-21T01:39:04Z,180,OK,0.0061
TC_000562,RUN_00111,claims_triage_v3,3,adjudication_calc,"{""customer_id"":""CUST_775596""}",2026-04-21T01:41:15Z,380,OK,0.019
TC_000563,RUN_00111,claims_triage_v3,4,fraud_score,"{""customer_id"":""CUST_775596""}",2026-04-21T01:43:27Z,45,OK,0.0158
TC_000564,RUN_00111,claims_triage_v3,5,comm_draft,"{""customer_id"":""CUST_775596""}",2026-04-21T01:45:38Z,90,OK,0.0351
TC_000565,RUN_00111,claims_triage_v3,6,comm_draft,"{""customer_id"":""CUST_775596""}",2026-04-21T01:47:50Z,45,OK,0.0054
TC_000566,RUN_00112,loan_pkg_v4,0,comm_draft,"{""customer_id"":""CUST_667319""}",2026-04-19T11:41:20Z,90,OK,0.0211
TC_000567,RUN_00112,loan_pkg_v4,1,title_check,"{""customer_id"":""CUST_667319""}",2026-04-19T11:41:24Z,380,OK,0.0132
TC_000568,RUN_00112,loan_pkg_v4,2,app_lookup,"{""customer_id"":""CUST_667319""}",2026-04-19T11:41:28Z,45,OK,0.0215
TC_000569,RUN_00112,loan_pkg_v4,3,app_lookup,"{""customer_id"":""CUST_667319""}",2026-04-19T11:41:33Z,180,OK,0.0354
TC_000570,RUN_00112,loan_pkg_v4,4,comm_draft,"{""customer_id"":""CUST_667319""}",2026-04-19T11:41:37Z,45,OK,0.0095
TC_000571,RUN_00112,loan_pkg_v4,5,app_lookup,"{""customer_id"":""CUST_667319""}",2026-04-19T11:41:42Z,45,OK,0.0164
TC_000572,RUN_00112,loan_pkg_v4,6,comm_draft,"{""customer_id"":""CUST_667319""}",2026-04-19T11:41:46Z,45,OK,0.003
TC_000573,RUN_00112,loan_pkg_v4,7,approval_route,"{""customer_id"":""CUST_667319""}",2026-04-19T11:41:50Z,380,OK,0.0097
TC_000574,RUN_00113,kyc_refresh_v2,0,edd_request,"{""customer_id"":""CUST_967972""}",2026-04-08T20:53:52Z,45,OK,0.0049
TC_000575,RUN_00113,kyc_refresh_v2,1,ofac_check,"{""customer_id"":""CUST_967972""}",2026-04-08T20:54:06Z,45,OK,0.0243
TC_000576,RUN_00113,kyc_refresh_v2,2,doc_extract,"{""customer_id"":""CUST_967972""}",2026-04-08T20:54:21Z,90,OK,0.0221
TC_000577,RUN_00113,kyc_refresh_v2,3,pep_check,"{""customer_id"":""CUST_967972""}",2026-04-08T20:54:36Z,180,OK,0.0276
TC_000578,RUN_00113,kyc_refresh_v2,4,case_create,"{""customer_id"":""CUST_967972""}",2026-04-08T20:54:51Z,90,OK,0.0271
TC_000579,RUN_00113,kyc_refresh_v2,5,pep_check,"{""customer_id"":""CUST_967972""}",2026-04-08T20:55:06Z,45,OK,0.0221
TC_000580,RUN_00114,claims_triage_v3,0,claim_lookup,"{""customer_id"":""CUST_787624""}",2026-04-05T15:38:11Z,45,OK,0.0378
TC_000581,RUN_00114,claims_triage_v3,1,adjudication_calc,"{""customer_id"":""CUST_787624""}",2026-04-05T15:38:17Z,90,OK,0.0208
TC_000582,RUN_00114,claims_triage_v3,2,claim_lookup,"{""customer_id"":""CUST_787624""}",2026-04-05T15:38:23Z,180,OK,0.0148
TC_000583,RUN_00114,claims_triage_v3,3,customer_match,"{""customer_id"":""CUST_787624""}",2026-04-05T15:38:29Z,45,OK,0.0349
TC_000584,RUN_00114,claims_triage_v3,4,customer_match,"{""customer_id"":""CUST_787624""}",2026-04-05T15:38:36Z,90,OK,0.0159
TC_000585,RUN_00114,claims_triage_v3,5,siu_check,"{""customer_id"":""CUST_787624""}",2026-04-05T15:38:42Z,1850,OK,0.0083
TC_000586,RUN_00114,claims_triage_v3,6,customer_match,"{""customer_id"":""CUST_787624""}",2026-04-05T15:38:48Z,45,OK,0.0053
TC_000587,RUN_00115,claims_triage_v3,0,claim_lookup,"{""customer_id"":""CUST_917275""}",2026-04-08T18:58:50Z,720,OK,0.0154
TC_000588,RUN_00115,claims_triage_v3,1,doc_extract,"{""customer_id"":""CUST_917275""}",2026-04-08T18:58:52Z,45,OK,0.0352
TC_000589,RUN_00115,claims_triage_v3,2,policy_lookup,"{""customer_id"":""CUST_917275""}",2026-04-08T18:58:54Z,45,OK,0.0046
TC_000590,RUN_00115,claims_triage_v3,3,policy_lookup,"{""customer_id"":""CUST_917275""}",2026-04-08T18:58:56Z,45,OK,0.009
TC_000591,RUN_00115,claims_triage_v3,4,customer_match,"{""customer_id"":""CUST_917275""}",2026-04-08T18:58:58Z,45,OK,0.0227
TC_000592,RUN_00115,claims_triage_v3,5,adjudication_calc,"{""customer_id"":""CUST_917275""}",2026-04-08T18:59:00Z,45,OK,0.0341
TC_000593,RUN_00115,claims_triage_v3,6,fraud_score,"{""customer_id"":""CUST_917275""}",2026-04-08T18:59:02Z,90,OK,0.0367
TC_000594,RUN_00115,claims_triage_v3,7,siu_check,"{""customer_id"":""CUST_917275""}",2026-04-08T18:59:04Z,90,OK,0.002
TC_000595,RUN_00116,claims_triage_v3,0,adjudication_calc,"{""customer_id"":""CUST_968358""}",2026-04-05T08:59:24Z,45,OK,0.0398
TC_000596,RUN_00116,claims_triage_v3,1,policy_lookup,"{""customer_id"":""CUST_968358""}",2026-04-05T08:59:25Z,380,OK,0.0352
TC_000597,RUN_00116,claims_triage_v3,2,claim_lookup,"{""customer_id"":""CUST_968358""}",2026-04-05T08:59:26Z,45,OK,0.0143
TC_000598,RUN_00116,claims_triage_v3,3,doc_extract,"{""customer_id"":""CUST_968358""}",2026-04-05T08:59:27Z,720,OK,0.0287
TC_000599,RUN_00116,claims_triage_v3,4,claim_lookup,"{""customer_id"":""CUST_968358""}",2026-04-05T08:59:28Z,720,OK,0.0092
TC_000600,RUN_00116,claims_triage_v3,5,adjudication_calc,"{""customer_id"":""CUST_968358""}",2026-04-05T08:59:29Z,45,OK,0.0286
TC_000601,RUN_00117,claims_triage_v3,0,fraud_score,"{""customer_id"":""CUST_926176""}",2026-04-24T11:36:57Z,90,OK,0.0116
TC_000602,RUN_00117,claims_triage_v3,1,claim_lookup,"{""customer_id"":""CUST_926176""}",2026-04-24T11:36:58Z,45,OK,0.0267
TC_000603,RUN_00117,claims_triage_v3,2,ticket_create,"{""customer_id"":""CUST_926176""}",2026-04-24T11:36:59Z,45,OK,0.0072
TC_000604,RUN_00117,claims_triage_v3,3,fraud_score,"{""customer_id"":""CUST_926176""}",2026-04-24T11:37:00Z,90,OK,0.0119
TC_000605,RUN_00117,claims_triage_v3,4,fraud_score,"{""customer_id"":""CUST_926176""}",2026-04-24T11:37:01Z,45,OK,0.0207
TC_000606,RUN_00118,kyc_refresh_v2,0,regulator_filing,"{""customer_id"":""CUST_230841""}",2026-04-28T23:46:44Z,90,OK,0.028
TC_000607,RUN_00118,kyc_refresh_v2,1,case_create,"{""customer_id"":""CUST_230841""}",2026-04-28T23:46:47Z,90,OK,0.0377
TC_000608,RUN_00118,kyc_refresh_v2,2,regulator_filing,"{""customer_id"":""CUST_230841""}",2026-04-28T23:46:50Z,380,OK,0.0018
TC_000609,RUN_00118,kyc_refresh_v2,3,regulator_filing,"{""customer_id"":""CUST_230841""}",2026-04-28T23:46:53Z,380,OK,0.0106
TC_000610,RUN_00118,kyc_refresh_v2,4,edd_request,"{""customer_id"":""CUST_230841""}",2026-04-28T23:46:56Z,90,OK,0.0102
TC_000611,RUN_00118,kyc_refresh_v2,5,case_create,"{""customer_id"":""CUST_230841""}",2026-04-28T23:46:59Z,45,OK,0.0229
TC_000612,RUN_00118,kyc_refresh_v2,6,regulator_filing,"{""customer_id"":""CUST_230841""}",2026-04-28T23:47:02Z,1850,OK,0.0087
TC_000613,RUN_00119,dispute_recon_v1,0,chargeback_init,"{""customer_id"":""CUST_984177""}",2026-04-23T09:59:54Z,45,OK,0.0078
TC_000614,RUN_00119,dispute_recon_v1,1,chargeback_init,"{""customer_id"":""CUST_984177""}",2026-04-23T09:59:58Z,90,OK,0.0155
TC_000615,RUN_00120,claims_triage_v3,0,comm_draft,"{""customer_id"":""CUST_444965""}",2026-04-07T21:06:30Z,180,OK,0.0148
TC_000616,RUN_00120,claims_triage_v3,1,policy_lookup,"{""customer_id"":""CUST_444965""}",2026-04-07T21:06:36Z,90,OK,0.0225
TC_000617,RUN_00120,claims_triage_v3,2,customer_match,"{""customer_id"":""CUST_444965""}",2026-04-07T21:06:42Z,45,OK,0.0101
TC_000618,RUN_00120,claims_triage_v3,3,customer_match,"{""customer_id"":""CUST_444965""}",2026-04-07T21:06:48Z,45,OK,0.0173
TC_000619,RUN_00120,claims_triage_v3,4,ticket_create,"{""customer_id"":""CUST_444965""}",2026-04-07T21:06:55Z,90,OK,0.0238
TC_000620,RUN_00120,claims_triage_v3,5,adjudication_calc,"{""customer_id"":""CUST_444965""}",2026-04-07T21:07:01Z,1850,OK,0.0247
TC_000621,RUN_00120,claims_triage_v3,6,adjudication_calc,"{""customer_id"":""CUST_444965""}",2026-04-07T21:07:07Z,180,OK,0.0302
TC_000622,RUN_00121,claims_triage_v3,0,comm_draft,"{""customer_id"":""CUST_423672""}",2026-04-02T15:37:41Z,180,OK,0.0194
TC_000623,RUN_00121,claims_triage_v3,1,doc_extract,"{""customer_id"":""CUST_423672""}",2026-04-02T15:37:50Z,45,OK,0.0114
TC_000624,RUN_00121,claims_triage_v3,2,adjudication_calc,"{""customer_id"":""CUST_423672""}",2026-04-02T15:37:59Z,380,OK,0.0222
TC_000625,RUN_00121,claims_triage_v3,3,siu_check,"{""customer_id"":""CUST_423672""}",2026-04-02T15:38:09Z,180,OK,0.0361
TC_000626,RUN_00121,claims_triage_v3,4,comm_draft,"{""customer_id"":""CUST_423672""}",2026-04-02T15:38:18Z,1850,OK,0.0146
TC_000627,RUN_00122,dispute_recon_v1,0,ledger_lookup,"{""customer_id"":""CUST_203593""}",2026-04-19T22:55:15Z,180,OK,0.0367
TC_000628,RUN_00122,dispute_recon_v1,1,merchant_check,"{""customer_id"":""CUST_203593""}",2026-04-19T22:55:26Z,90,OK,0.0394
TC_000629,RUN_00123,loan_pkg_v4,0,compliance_scan,"{""customer_id"":""CUST_423587""}",2026-04-22T04:44:25Z,90,OK,0.02
TC_000630,RUN_00123,loan_pkg_v4,1,compliance_scan,"{""customer_id"":""CUST_423587""}",2026-04-22T04:44:27Z,180,OK,0.0175
TC_000631,RUN_00123,loan_pkg_v4,2,appraisal_request,"{""customer_id"":""CUST_423587""}",2026-04-22T04:44:29Z,45,OK,0.0379
TC_000632,RUN_00123,loan_pkg_v4,3,rate_lock,"{""customer_id"":""CUST_423587""}",2026-04-22T04:44:31Z,45,OK,0.0012
TC_000633,RUN_00123,loan_pkg_v4,4,credit_pull,"{""customer_id"":""CUST_423587""}",2026-04-22T04:44:33Z,45,OK,0.0261
TC_000634,RUN_00123,loan_pkg_v4,5,app_lookup,"{""customer_id"":""CUST_423587""}",2026-04-22T04:44:35Z,380,OK,0.0318
TC_000635,RUN_00123,loan_pkg_v4,6,rate_lock,"{""customer_id"":""CUST_423587""}",2026-04-22T04:44:38Z,45,OK,0.0288
TC_000636,RUN_00123,loan_pkg_v4,7,credit_pull,"{""customer_id"":""CUST_423587""}",2026-04-22T04:44:40Z,45,OK,0.0329
TC_000637,RUN_00124,kyc_refresh_v2,0,case_create,"{""customer_id"":""CUST_942933""}",2026-04-22T02:27:56Z,45,OK,0.038
TC_000638,RUN_00125,claims_triage_v3,0,customer_match,"{""customer_id"":""CUST_568564""}",2026-04-07T23:54:44Z,380,OK,0.0334
TC_000639,RUN_00125,claims_triage_v3,1,doc_extract,"{""customer_id"":""CUST_568564""}",2026-04-07T23:54:50Z,90,OK,0.0272
TC_000640,RUN_00125,claims_triage_v3,2,claim_lookup,"{""customer_id"":""CUST_568564""}",2026-04-07T23:54:56Z,45,OK,0.0328
TC_000641,RUN_00125,claims_triage_v3,3,comm_draft,"{""customer_id"":""CUST_568564""}",2026-04-07T23:55:02Z,45,OK,0.0386
TC_000642,RUN_00125,claims_triage_v3,4,customer_match,"{""customer_id"":""CUST_568564""}",2026-04-07T23:55:08Z,180,OK,0.0238
TC_000643,RUN_00125,claims_triage_v3,5,siu_check,"{""customer_id"":""CUST_568564""}",2026-04-07T23:55:14Z,180,OK,0.019
TC_000644,RUN_00125,claims_triage_v3,6,doc_extract,"{""customer_id"":""CUST_568564""}",2026-04-07T23:55:20Z,45,OK,0.0106
TC_000645,RUN_00125,claims_triage_v3,7,ticket_create,"{""customer_id"":""CUST_568564""}",2026-04-07T23:55:26Z,90,OK,0.009
TC_000646,RUN_00126,kyc_refresh_v2,0,ofac_check,"{""customer_id"":""CUST_568087""}",2026-04-06T23:27:30Z,90,OK,0.029
TC_000647,RUN_00127,dispute_recon_v1,0,doc_extract,"{""customer_id"":""CUST_501134""}",2026-04-29T15:26:18Z,180,OK,0.0389
TC_000648,RUN_00127,dispute_recon_v1,1,doc_extract,"{""customer_id"":""CUST_501134""}",2026-04-29T15:26:21Z,45,OK,0.0188
