date,model_id,feature_dti,feature_fico,feature_ltv,segment,prediction,confidence
2026-01-07,fraud_ach_v3,,1708.77,,all,0.0249,0.78
2026-01-07,fraud_ach_v3,,114.47,,all,0.0532,0.78
2026-01-07,fraud_ach_v3,,475.16,,all,0.1549,0.78
2026-01-07,fraud_ach_v3,,705.96,,all,0.0135,0.78
2026-01-07,fraud_ach_v3,,140.43,,all,0.0533,0.78
2026-01-07,fraud_ach_v3,,690.91,,all,0.0105,0.78
2026-01-07,fraud_ach_v3,,525.43,,all,0.0043,0.78
2026-01-07,fraud_ach_v3,,1377.42,,all,0.0133,0.78
2026-01-07,fraud_ach_v3,,153.03,,all,0.0268,0.78
2026-01-07,fraud_ach_v3,,67.64,,all,0.0793,0.78
2026-01-07,fraud_ach_v3,,147.6,,all,0.0075,0.78
2026-01-07,fraud_ach_v3,,301.53,,all,0.0093,0.78
2026-01-07,fraud_ach_v3,,259.36,,all,0.0421,0.78
2026-01-07,fraud_ach_v3,,165.1,,all,0.0617,0.78
2026-01-07,fraud_ach_v3,,36.26,,all,0.1293,0.78
2026-01-07,fraud_ach_v3,,391.69,,all,0.0152,0.78
2026-01-07,fraud_ach_v3,,1758.73,,all,0.0493,0.78
2026-01-07,fraud_ach_v3,,389.26,,all,0.0152,0.78
2026-01-07,aml_sar_v2,,,,all,0.0909,0.74
2026-01-07,aml_sar_v2,,,,all,0.2024,0.74
2026-01-07,aml_sar_v2,,,,all,0.4578,0.74
2026-01-07,aml_sar_v2,,,,all,0.3015,0.74
2026-01-07,aml_sar_v2,,,,all,0.0393,0.74
2026-01-07,aml_sar_v2,,,,all,0.0528,0.74
2026-01-07,aml_sar_v2,,,,all,0.1914,0.74
2026-01-07,aml_sar_v2,,,,all,0.2641,0.74
2026-01-07,aml_sar_v2,,,,all,0.2719,0.74
2026-01-07,aml_sar_v2,,,,all,0.2238,0.74
2026-01-07,support_qa_v2,0.0,119.5,0.9703,all,0.9703,0.9703
2026-01-07,support_qa_v2,0.0,177.1,0.9303,all,0.9303,0.9303
2026-01-07,support_qa_v2,0.0,148.4,0.9175,all,0.9175,0.9175
2026-01-07,support_qa_v2,0.0,220.6,0.9936,all,0.9936,0.9936
2026-01-07,support_qa_v2,0.0,163.9,0.9778,all,0.9778,0.9778
2026-01-07,support_qa_v2,0.0,120.6,0.9417,all,0.9417,0.9417
2026-01-07,support_qa_v2,0.0,98.0,0.8638,all,0.8638,0.8638
2026-01-07,support_qa_v2,0.0,230.4,0.8399,all,0.8399,0.8399
2026-01-07,support_qa_v2,0.0,204.7,0.9021,all,0.9021,0.9021
2026-01-07,support_qa_v2,0.0,183.5,0.9451,all,0.9451,0.9451
2026-01-07,support_qa_v2,0.0,162.4,0.9333,all,0.9333,0.9333
2026-01-07,support_qa_v2,0.0,158.8,0.9856,all,0.9856,0.9856
2026-01-07,support_qa_v2,0.0,137.0,0.981,all,0.981,0.981
2026-01-07,support_qa_v2,0.0,162.7,0.9346,all,0.9346,0.9346
2026-01-07,support_qa_v2,0.0,95.2,0.9977,all,0.9977,0.9977
2026-01-07,support_qa_v2,0.0,150.6,0.7879,all,0.7879,0.7879
2026-01-07,support_qa_v2,0.0,167.6,0.9647,all,0.9647,0.9647
2026-01-07,support_qa_v2,0.0,204.4,0.8657,all,0.8657,0.8657
2026-01-07,support_qa_v2,0.0,178.4,0.7694,all,0.7694,0.7694
2026-01-07,support_qa_v2,0.0,211.8,0.9522,all,0.9522,0.9522
2026-01-07,support_qa_v2,0.0,234.0,0.7864,all,0.7864,0.7864
2026-01-07,support_qa_v2,0.0,222.3,0.956,all,0.956,0.956
2026-01-07,support_qa_v2,0.0,198.8,0.9002,all,0.9002,0.9002
2026-01-07,support_qa_v2,0.0,180.5,0.9032,all,0.9032,0.9032
2026-01-07,support_qa_v2,0.0,140.8,0.7818,all,0.7818,0.7818
2026-01-07,support_qa_v2,0.0,209.6,0.979,all,0.979,0.979
2026-01-07,support_qa_v2,0.0,247.2,0.9673,all,0.9673,0.9673
2026-01-07,support_qa_v2,0.0,193.7,0.8076,all,0.8076,0.8076
2026-01-07,support_qa_v2,0.0,256.7,0.8678,all,0.8678,0.8678
2026-01-07,support_qa_v2,0.0,119.0,0.7488,all,0.7488,0.7488
2026-01-07,support_qa_v2,0.0,133.8,0.913,all,0.913,0.913
2026-01-07,support_qa_v2,0.0,214.2,0.8248,all,0.8248,0.8248
2026-01-07,support_qa_v2,0.0,190.6,0.852,all,0.852,0.852
2026-01-07,support_qa_v2,0.0,232.6,0.8681,all,0.8681,0.8681
2026-01-07,support_qa_v2,0.0,179.4,0.84,all,0.84,0.84
2026-01-07,support_qa_v2,0.0,145.3,0.939,all,0.939,0.939
2026-01-07,support_qa_v2,0.0,171.5,0.6982,all,0.6982,0.6982
2026-01-07,support_qa_v2,0.0,118.7,0.877,all,0.877,0.877
2026-01-07,support_qa_v2,0.0,134.9,0.7434,all,0.7434,0.7434
2026-01-07,support_qa_v2,0.0,218.9,0.8455,all,0.8455,0.8455
2026-01-08,credit_pd_v3,0.3728,690.8,0.8462,prime_720_plus,0.5468,0.9719
2026-01-08,credit_pd_v3,0.3291,748.1,0.2557,prime_720_plus,0.5106,0.9936
2026-01-08,credit_pd_v3,0.2461,683.8,0.6652,prime_720_plus,0.4689,0.9813
2026-01-08,credit_pd_v3,0.4459,687.5,0.8434,prime_720_plus,0.5921,0.9447
2026-01-08,credit_pd_v3,0.2957,750.1,0.6127,prime_720_plus,0.4895,0.9937
2026-01-08,credit_pd_v3,0.3003,725.4,0.661,prime_720_plus,0.4962,0.9977
2026-01-08,credit_pd_v3,0.3649,743.1,0.57,prime_720_plus,0.5338,0.9797
2026-01-08,credit_pd_v3,0.3193,670.8,0.7758,subprime_650_680,0.5166,0.99
2026-01-08,credit_pd_v3,0.3677,742.0,0.2586,prime_720_plus,0.5357,0.9786
2026-01-08,credit_pd_v3,0.3778,693.6,0.4954,prime_720_plus,0.5495,0.9703
2026-01-08,credit_pd_v3,0.4953,679.3,0.422,subprime_650_680,0.6227,0.9264
2026-01-08,credit_pd_v3,0.3261,699.8,0.659,prime_720_plus,0.5163,0.9902
2026-01-08,credit_pd_v3,0.2827,774.5,0.7684,prime_720_plus,0.4776,0.9866
2026-01-08,credit_pd_v3,0.3693,705.4,0.347,prime_720_plus,0.5424,0.9746
2026-01-08,credit_pd_v3,0.3758,808.1,0.8736,prime_720_plus,0.5304,0.9817
2026-01-08,credit_pd_v3,0.3375,637.5,0.311,subprime_650_680,0.5331,0.9801
2026-01-08,credit_pd_v3,0.2063,658.1,0.8358,subprime_650_680,0.4482,0.9689
2026-01-08,credit_pd_v3,0.2759,773.0,0.8608,prime_720_plus,0.4735,0.9841
2026-01-08,credit_pd_v3,0.411,783.0,0.2489,prime_720_plus,0.5562,0.9663
2026-01-08,credit_pd_v3,0.2219,685.5,0.7297,prime_720_plus,0.4536,0.9722
2026-01-08,credit_pd_v3,0.3764,722.8,0.7257,prime_720_plus,0.5441,0.9736
2026-01-08,credit_pd_v3,0.3994,748.5,0.2919,prime_720_plus,0.5543,0.9674
2026-01-08,credit_pd_v3,0.318,710.8,0.3015,prime_720_plus,0.5096,0.9943
2026-01-08,credit_pd_v3,0.2205,726.0,0.4367,prime_720_plus,0.4465,0.9679
2026-01-08,credit_pd_v3,0.3115,720.4,0.5927,prime_720_plus,0.504,0.9976
2026-01-08,credit_pd_v3,0.2815,660.7,0.5411,subprime_650_680,0.4946,0.9968
2026-01-08,credit_pd_v3,0.4277,706.2,0.5965,prime_720_plus,0.5782,0.9531
2026-01-08,credit_pd_v3,0.3346,720.5,0.6676,prime_720_plus,0.5184,0.989
2026-01-08,credit_pd_v3,0.2516,724.1,0.6455,prime_720_plus,0.466,0.9796
2026-01-08,credit_pd_v3,0.2473,650.8,0.6305,subprime_650_680,0.4748,0.9849
2026-01-08,credit_loss_v2,,9705.5,0.7485,all,0.577,0.8376
2026-01-08,credit_loss_v2,,12843.0,0.8954,all,0.2191,0.864
2026-01-08,credit_loss_v2,,9696.7,0.6729,all,0.3237,0.8495
2026-01-08,credit_loss_v2,,12650.7,0.3561,all,0.4433,0.8849
2026-01-08,credit_loss_v2,,12785.5,0.7285,all,0.601,0.8875
2026-01-08,credit_loss_v2,,6769.5,0.592,all,0.2488,0.8171
2026-01-08,credit_loss_v2,,11105.4,0.1242,all,0.1939,0.8136
2026-01-08,credit_loss_v2,,2841.8,0.6691,all,0.4798,0.863
2026-01-08,credit_loss_v2,,6434.3,0.4693,all,0.5166,0.8301
2026-01-08,credit_loss_v2,,5996.2,0.4028,all,0.4418,0.8019
2026-01-08,credit_loss_v2,,20308.5,0.2147,all,0.1301,0.8889
2026-01-08,credit_loss_v2,,9919.4,0.5027,all,0.7252,0.8227
2026-01-08,credit_loss_v2,,3638.5,0.6078,all,0.3486,0.8929
2026-01-08,credit_loss_v2,,11576.7,0.6511,all,0.4195,0.8717
2026-01-08,credit_loss_v2,,13986.8,0.353,all,0.5982,0.8763
2026-01-08,heloc_pd_v1,0.9185,754.0,0.9185,all,0.0633,0.88
2026-01-08,heloc_pd_v1,0.6571,742.4,0.6571,all,0.1103,0.88
2026-01-08,heloc_pd_v1,0.6493,731.4,0.6493,all,0.0117,0.88
2026-01-08,heloc_pd_v1,0.5907,745.5,0.5907,all,0.064,0.88
2026-01-08,heloc_pd_v1,0.7284,710.3,0.7284,all,0.0608,0.88
2026-01-08,heloc_pd_v1,0.612,743.2,0.612,all,0.0186,0.88
2026-01-08,heloc_pd_v1,0.6023,744.5,0.6023,all,0.0616,0.88
2026-01-08,heloc_pd_v1,0.6776,694.9,0.6776,all,0.0679,0.88
2026-01-08,heloc_pd_v1,0.6711,769.9,0.6711,all,0.1783,0.88
2026-01-08,heloc_pd_v1,0.6662,713.6,0.6662,all,0.0923,0.88
2026-01-08,auto_pd_v4,0.2623,669.0,0.8477,all,0.309,0.82
2026-01-08,auto_pd_v4,0.4023,708.3,0.586,all,0.0784,0.82
2026-01-08,auto_pd_v4,0.1939,746.8,0.5542,all,0.2609,0.82
2026-01-08,auto_pd_v4,0.2749,759.8,0.5157,all,0.0885,0.82
2026-01-08,auto_pd_v4,0.3799,728.7,0.4741,all,0.0972,0.82
2026-01-08,auto_pd_v4,0.3032,666.6,0.8049,all,0.0512,0.82
2026-01-08,auto_pd_v4,0.2359,623.1,0.6012,all,0.0949,0.82
2026-01-08,auto_pd_v4,0.3322,630.9,0.6119,all,0.2318,0.82
2026-01-08,auto_pd_v4,0.2217,652.9,0.5123,all,0.1708,0.82
2026-01-08,auto_pd_v4,0.1943,670.0,0.7978,all,0.1321,0.82
2026-01-08,auto_pd_v4,0.3774,702.8,0.3941,all,0.1842,0.82
2026-01-08,auto_pd_v4,0.2796,664.4,0.6431,all,0.0908,0.82
2026-01-08,auto_pd_v4,0.4749,725.3,0.5061,all,0.0105,0.82
2026-01-08,auto_pd_v4,0.4043,699.5,0.3251,all,0.0717,0.82
2026-01-08,auto_pd_v4,0.221,710.5,0.3126,all,0.1809,0.82
2026-01-08,fraud_card_v7,5.0,150.96,,card_present_pos,0.8458,0.7925
2026-01-08,fraud_card_v7,1.0,24.11,,card_present_pos,0.2785,0.8671
2026-01-08,fraud_card_v7,5.0,35.18,,card_present_pos,0.8131,0.8121
2026-01-08,fraud_card_v7,2.0,35.99,,card_present_pos,0.4187,0.9512
2026-01-08,fraud_card_v7,5.0,104.37,,card_present_pos,0.8332,0.8001
2026-01-08,fraud_card_v7,3.0,92.26,,card_present_pos,0.595,0.943
2026-01-08,fraud_card_v7,2.0,20.05,,card_present_pos,0.411,0.9466
2026-01-08,fraud_card_v7,3.0,103.54,,card_present_pos,0.6004,0.9398
2026-01-08,fraud_card_v7,1.0,54.37,,card_present_pos,0.2909,0.8745
2026-01-08,fraud_card_v7,3.0,10.8,,card_present_pos,0.5552,0.9669
2026-01-08,fraud_card_v7,0.0,43.21,,card_present_pos,0.1804,0.8082
2026-01-08,fraud_card_v7,1.0,350.87,,card_present_pos,0.426,0.9556
2026-01-08,fraud_card_v7,2.0,44.69,,card_present_pos,0.423,0.9538
2026-01-08,fraud_card_v7,2.0,10.64,,card_present_pos,0.4064,0.9439
2026-01-08,fraud_card_v7,0.0,150.58,,card_present_pos,0.2144,0.8286
2026-01-08,fraud_card_v7,0.0,26.38,,card_present_pos,0.1755,0.8053
2026-01-08,fraud_card_v7,3.0,82.63,,card_present_pos,0.5903,0.9458
2026-01-08,fraud_card_v7,3.0,56.15,,card_present_pos,0.5774,0.9535
2026-01-08,fraud_card_v7,1.0,388.26,,card_present_pos,0.4444,0.9666
2026-01-08,fraud_card_v7,3.0,56.19,,card_present_pos,0.5775,0.9535
2026-01-08,fraud_card_v7,5.0,21.23,,card_present_pos,0.8088,0.8147
2026-01-08,fraud_card_v7,4.0,41.73,,card_present_pos,0.7075,0.8755
2026-01-08,fraud_card_v7,0.0,19.52,,card_present_pos,0.1735,0.8041
2026-01-08,fraud_card_v7,1.0,54.09,,card_present_pos,0.2907,0.8744
2026-01-08,fraud_card_v7,3.0,391.42,,card_present_pos,0.7277,0.8634
2026-01-08,fraud_card_v7,2.0,232.4,,card_present_pos,0.5162,0.9903
2026-01-08,fraud_card_v7,0.0,513.47,,card_present_pos,0.3605,0.9163
2026-01-08,fraud_card_v7,2.0,107.69,,card_present_pos,0.454,0.9724
2026-01-08,fraud_card_v7,7.0,76.95,,card_present_pos,0.9401,0.7359
2026-01-08,fraud_card_v7,1.0,24.57,,card_present_pos,0.2787,0.8672
2026-01-08,fraud_card_v7,4.0,87.33,,card_present_pos,0.726,0.8644
2026-01-08,fraud_card_v7,1.0,58.54,,card_present_pos,0.2926,0.8755
2026-01-08,fraud_card_v7,2.0,145.27,,card_present_pos,0.4727,0.9836
2026-01-08,fraud_card_v7,1.0,21.71,,card_present_pos,0.2776,0.8665
2026-01-08,fraud_card_v7,1.0,70.29,,card_present_pos,0.2975,0.8785
2026-01-08,fraud_card_v7,5.0,13.83,,card_present_pos,0.8065,0.8161
2026-01-08,fraud_card_v7,2.0,93.47,,card_present_pos,0.4469,0.9682
2026-01-08,fraud_card_v7,5.0,131.07,,card_present_pos,0.8405,0.7957
2026-01-08,fraud_card_v7,4.0,13.18,,card_present_pos,0.6956,0.8826
2026-01-08,fraud_card_v7,1.0,17.47,,card_present_pos,0.2759,0.8655
2026-01-08,fraud_card_v7,3.0,18.25,,card_present_pos,0.5588,0.9647
2026-01-08,fraud_card_v7,2.0,55.83,,card_present_pos,0.4284,0.957
2026-01-08,fraud_card_v7,4.0,16.49,,card_present_pos,0.697,0.8818
2026-01-08,fraud_card_v7,2.0,264.67,,card_present_pos,0.5323,0.9806
2026-01-08,fraud_card_v7,3.0,103.15,,card_present_pos,0.6002,0.9399
2026-01-08,fraud_card_v7,6.0,121.39,,card_present_pos,0.904,0.7576
2026-01-08,fraud_card_v7,2.0,13.61,,card_present_pos,0.4079,0.9447
2026-01-08,fraud_card_v7,3.0,243.03,,card_present_pos,0.6651,0.9009
2026-01-08,fraud_card_v7,2.0,127.69,,card_present_pos,0.4639,0.9783
2026-01-08,fraud_card_v7,5.0,33.71,,card_present_pos,0.8127,0.8124
2026-01-08,fraud_card_v7,3.0,14.27,,card_present_pos,0.5569,0.9659
2026-01-08,fraud_card_v7,3.0,61.8,,card_present_pos,0.5802,0.9519
2026-01-08,fraud_card_v7,3.0,41.83,,card_present_pos,0.5704,0.9577
2026-01-08,fraud_card_v7,3.0,43.6,,card_present_pos,0.5713,0.9572
2026-01-08,fraud_card_v7,0.0,32.94,,card_present_pos,0.1774,0.8064
2026-01-08,fraud_card_v7,8.0,137.2,,card_present_pos,0.97,0.718
2026-01-08,fraud_card_v7,4.0,4.95,,card_present_pos,0.6921,0.8847
2026-01-08,fraud_card_v7,1.0,278.64,,card_present_pos,0.3911,0.9347
2026-01-08,fraud_card_v7,3.0,180.93,,card_present_pos,0.6369,0.9179
2026-01-08,fraud_card_v7,0.0,82.33,,card_present_pos,0.1923,0.8154
2026-01-08,fraud_ach_v3,,211.86,,all,0.0449,0.78
2026-01-08,fraud_ach_v3,,722.74,,all,0.0155,0.78
2026-01-08,fraud_ach_v3,,234.57,,all,0.0625,0.78
2026-01-08,fraud_ach_v3,,185.22,,all,0.0733,0.78
2026-01-08,fraud_ach_v3,,764.11,,all,0.099,0.78
2026-01-08,fraud_ach_v3,,1985.04,,all,0.0338,0.78
2026-01-08,fraud_ach_v3,,92.67,,all,0.105,0.78
2026-01-08,fraud_ach_v3,,374.2,,all,0.0326,0.78
2026-01-08,fraud_ach_v3,,82.57,,all,0.103,0.78
2026-01-08,fraud_ach_v3,,404.09,,all,0.0502,0.78
2026-01-08,fraud_ach_v3,,112.37,,all,0.0122,0.78
2026-01-08,fraud_ach_v3,,821.84,,all,0.0597,0.78
2026-01-08,fraud_ach_v3,,221.38,,all,0.0054,0.78
2026-01-08,fraud_ach_v3,,256.33,,all,0.0539,0.78
2026-01-08,fraud_ach_v3,,1250.27,,all,0.0428,0.78
2026-01-08,fraud_ach_v3,,117.57,,all,0.0873,0.78
2026-01-08,fraud_ach_v3,,485.34,,all,0.0395,0.78
2026-01-08,fraud_ach_v3,,129.87,,all,0.0428,0.78
2026-01-08,fraud_ach_v3,,809.4,,all,0.0165,0.78
2026-01-08,fraud_ach_v3,,1460.82,,all,0.0493,0.78
2026-01-08,aml_sar_v2,,,,all,0.1285,0.74
2026-01-08,aml_sar_v2,,,,all,0.1373,0.74
2026-01-08,aml_sar_v2,,,,all,0.2368,0.74
2026-01-08,aml_sar_v2,,,,all,0.2765,0.74
2026-01-08,aml_sar_v2,,,,all,0.1465,0.74
2026-01-08,aml_sar_v2,,,,all,0.122,0.74
2026-01-08,aml_sar_v2,,,,all,0.3628,0.74
2026-01-08,aml_sar_v2,,,,all,0.5374,0.74
2026-01-08,aml_sar_v2,,,,all,0.1684,0.74
2026-01-08,aml_sar_v2,,,,all,0.3444,0.74
2026-01-08,support_qa_v2,0.0,164.0,0.7523,all,0.7523,0.7523
2026-01-08,support_qa_v2,0.0,186.5,0.9782,all,0.9782,0.9782
2026-01-08,support_qa_v2,0.0,151.2,0.8682,all,0.8682,0.8682
2026-01-08,support_qa_v2,0.0,208.3,0.8617,all,0.8617,0.8617
2026-01-08,support_qa_v2,0.0,168.7,0.9133,all,0.9133,0.9133
2026-01-08,support_qa_v2,0.0,222.1,0.9838,all,0.9838,0.9838
2026-01-08,support_qa_v2,0.0,200.2,0.9805,all,0.9805,0.9805
2026-01-08,support_qa_v2,0.0,251.7,0.9709,all,0.9709,0.9709
2026-01-08,support_qa_v2,0.0,162.3,0.7595,all,0.7595,0.7595
2026-01-08,support_qa_v2,0.0,213.8,0.9006,all,0.9006,0.9006
2026-01-08,support_qa_v2,0.0,108.5,0.9797,all,0.9797,0.9797
2026-01-08,support_qa_v2,0.0,295.7,0.9049,all,0.9049,0.9049
2026-01-08,support_qa_v2,0.0,211.8,0.8912,all,0.8912,0.8912
2026-01-08,support_qa_v2,0.0,168.1,0.9138,all,0.9138,0.9138
2026-01-08,support_qa_v2,0.0,169.6,0.8804,all,0.8804,0.8804
2026-01-08,support_qa_v2,0.0,170.1,0.9365,all,0.9365,0.9365
2026-01-08,support_qa_v2,0.0,253.6,0.9371,all,0.9371,0.9371
2026-01-08,support_qa_v2,0.0,215.9,0.9968,all,0.9968,0.9968
2026-01-08,support_qa_v2,0.0,162.3,0.9334,all,0.9334,0.9334
2026-01-08,support_qa_v2,0.0,130.4,0.9935,all,0.9935,0.9935
2026-01-08,support_qa_v2,0.0,227.8,0.8207,all,0.8207,0.8207
2026-01-08,support_qa_v2,0.0,213.5,0.9293,all,0.9293,0.9293
2026-01-08,support_qa_v2,0.0,208.3,0.8867,all,0.8867,0.8867
2026-01-08,support_qa_v2,0.0,176.7,0.9497,all,0.9497,0.9497
2026-01-08,support_qa_v2,0.0,168.0,0.8616,all,0.8616,0.8616
2026-01-08,support_qa_v2,0.0,247.4,0.9889,all,0.9889,0.9889
2026-01-08,support_qa_v2,0.0,251.1,0.9434,all,0.9434,0.9434
2026-01-08,support_qa_v2,0.0,205.6,0.8294,all,0.8294,0.8294
2026-01-08,support_qa_v2,0.0,218.8,0.8003,all,0.8003,0.8003
2026-01-08,support_qa_v2,0.0,189.4,0.7604,all,0.7604,0.7604
2026-01-08,support_qa_v2,0.0,125.2,0.7611,all,0.7611,0.7611
2026-01-08,support_qa_v2,0.0,140.8,0.8362,all,0.8362,0.8362
2026-01-08,support_qa_v2,0.0,225.8,0.9679,all,0.9679,0.9679
2026-01-08,support_qa_v2,0.0,230.9,0.8782,all,0.8782,0.8782
2026-01-08,support_qa_v2,0.0,222.2,0.9331,all,0.9331,0.9331
2026-01-08,support_qa_v2,0.0,193.8,0.7836,all,0.7836,0.7836
2026-01-08,support_qa_v2,0.0,223.7,0.8373,all,0.8373,0.8373
2026-01-08,support_qa_v2,0.0,177.7,0.8644,all,0.8644,0.8644
2026-01-08,support_qa_v2,0.0,204.9,0.8834,all,0.8834,0.8834
2026-01-08,support_qa_v2,0.0,171.8,0.8824,all,0.8824,0.8824
2026-01-09,credit_pd_v3,0.3505,732.5,0.704,prime_720_plus,0.5264,0.9841
2026-01-09,credit_pd_v3,0.2681,722.6,0.603,prime_720_plus,0.4765,0.9859
2026-01-09,credit_pd_v3,0.2959,709.3,0.5712,prime_720_plus,0.496,0.9976
2026-01-09,credit_pd_v3,0.3285,723.3,0.8334,prime_720_plus,0.5142,0.9915
2026-01-09,credit_pd_v3,0.285,739.4,0.7352,prime_720_plus,0.4845,0.9907
2026-01-09,credit_pd_v3,0.3668,730.7,0.5213,prime_720_plus,0.5369,0.9779
2026-01-09,credit_pd_v3,0.4508,735.2,0.5119,prime_720_plus,0.5878,0.9473
2026-01-09,credit_pd_v3,0.2672,773.7,0.5692,prime_720_plus,0.468,0.9808
2026-01-09,credit_pd_v3,0.2034,730.6,0.704,prime_720_plus,0.4352,0.9611
2026-01-09,credit_pd_v3,0.1799,694.0,0.3322,prime_720_plus,0.4264,0.9558
2026-01-09,credit_pd_v3,0.3095,755.3,0.8022,prime_720_plus,0.4973,0.9984
2026-01-09,credit_pd_v3,0.37,665.4,0.6986,subprime_650_680,0.549,0.9706
2026-01-09,credit_pd_v3,0.3637,676.7,0.6229,subprime_650_680,0.5433,0.974
2026-01-09,credit_pd_v3,0.3293,733.4,0.5293,prime_720_plus,0.5131,0.9922
2026-01-09,credit_pd_v3,0.2078,740.7,0.6171,prime_720_plus,0.4364,0.9618
2026-01-09,credit_pd_v3,0.3216,670.2,0.5657,subprime_650_680,0.5181,0.9891
2026-01-09,credit_pd_v3,0.3407,704.7,0.5172,prime_720_plus,0.5247,0.9852
2026-01-09,credit_pd_v3,0.3295,695.8,0.3618,prime_720_plus,0.5191,0.9886
2026-01-09,credit_pd_v3,0.2902,700.5,0.8341,prime_720_plus,0.4938,0.9963
2026-01-09,credit_pd_v3,0.204,757.7,0.7184,prime_720_plus,0.4314,0.9588
2026-01-09,credit_pd_v3,0.353,748.3,0.6748,prime_720_plus,0.5256,0.9847
2026-01-09,credit_pd_v3,0.409,719.2,0.7817,prime_720_plus,0.5648,0.9611
2026-01-09,credit_pd_v3,0.3395,698.2,0.6067,prime_720_plus,0.5249,0.985
2026-01-09,credit_pd_v3,0.3613,666.0,0.6088,subprime_650_680,0.5435,0.9739
2026-01-09,credit_pd_v3,0.3231,776.8,0.3981,prime_720_plus,0.5024,0.9985
2026-01-09,credit_pd_v3,0.2244,743.7,0.4913,prime_720_plus,0.4461,0.9677
2026-01-09,credit_pd_v3,0.3941,691.7,0.6861,prime_720_plus,0.5598,0.9641
2026-01-09,credit_pd_v3,0.3257,748.8,0.7533,prime_720_plus,0.5085,0.9949
2026-01-09,credit_pd_v3,0.1962,717.2,0.4475,prime_720_plus,0.4329,0.9597
2026-01-09,credit_pd_v3,0.299,708.5,0.9615,prime_720_plus,0.498,0.9988
2026-01-09,credit_loss_v2,,8859.9,0.2213,all,0.6339,0.8432
2026-01-09,credit_loss_v2,,5226.4,0.618,all,0.3354,0.8808
2026-01-09,credit_loss_v2,,7439.1,0.2241,all,0.4089,0.8263
2026-01-09,credit_loss_v2,,7261.3,0.3323,all,0.4744,0.8004
2026-01-09,credit_loss_v2,,4801.2,0.4489,all,0.1005,0.8495
2026-01-09,credit_loss_v2,,10731.5,0.4537,all,0.3393,0.81
2026-01-09,credit_loss_v2,,7126.1,0.326,all,0.4677,0.8754
2026-01-09,credit_loss_v2,,18165.7,0.3518,all,0.2779,0.8276
2026-01-09,credit_loss_v2,,5491.0,0.3638,all,0.4377,0.8444
2026-01-09,credit_loss_v2,,24756.0,0.3245,all,0.6522,0.8087
2026-01-09,credit_loss_v2,,9561.7,0.4587,all,0.4158,0.8287
2026-01-09,credit_loss_v2,,17375.2,0.4466,all,0.7803,0.8781
2026-01-09,credit_loss_v2,,8684.3,0.2817,all,0.4126,0.8152
2026-01-09,credit_loss_v2,,5072.6,0.1986,all,0.4891,0.8647
2026-01-09,credit_loss_v2,,6918.0,0.3881,all,0.2296,0.8917
2026-01-09,heloc_pd_v1,0.8195,760.1,0.8195,all,0.1651,0.88
2026-01-09,heloc_pd_v1,0.7776,772.0,0.7776,all,0.1998,0.88
2026-01-09,heloc_pd_v1,0.6905,768.2,0.6905,all,0.0877,0.88
2026-01-09,heloc_pd_v1,0.6737,738.1,0.6737,all,0.0772,0.88
2026-01-09,heloc_pd_v1,0.7513,702.4,0.7513,all,0.0148,0.88
2026-01-09,heloc_pd_v1,0.7774,710.0,0.7774,all,0.0578,0.88
2026-01-09,heloc_pd_v1,0.8598,748.2,0.8598,all,0.1194,0.88
2026-01-09,heloc_pd_v1,0.8391,750.3,0.8391,all,0.1575,0.88
2026-01-09,heloc_pd_v1,0.6659,707.0,0.6659,all,0.2363,0.88
2026-01-09,heloc_pd_v1,0.7098,741.3,0.7098,all,0.0497,0.88
2026-01-09,auto_pd_v4,0.3727,757.4,0.5384,all,0.132,0.82
2026-01-09,auto_pd_v4,0.3318,627.1,0.7026,all,0.0625,0.82
2026-01-09,auto_pd_v4,0.262,721.1,0.3386,all,0.1072,0.82
2026-01-09,auto_pd_v4,0.3313,749.9,0.727,all,0.17,0.82
2026-01-09,auto_pd_v4,0.2661,644.7,0.4604,all,0.2179,0.82
2026-01-09,auto_pd_v4,0.2432,668.4,0.5214,all,0.1885,0.82
2026-01-09,auto_pd_v4,0.2056,764.6,0.551,all,0.1099,0.82
2026-01-09,auto_pd_v4,0.375,734.0,0.1843,all,0.1062,0.82
2026-01-09,auto_pd_v4,0.29,682.2,0.4052,all,0.2127,0.82
2026-01-09,auto_pd_v4,0.1771,764.1,0.4611,all,0.1241,0.82
2026-01-09,auto_pd_v4,0.3272,764.3,0.5509,all,0.2059,0.82
2026-01-09,auto_pd_v4,0.2675,722.1,0.7295,all,0.3141,0.82
2026-01-09,auto_pd_v4,0.3404,669.5,0.3717,all,0.0879,0.82
2026-01-09,auto_pd_v4,0.2752,691.4,0.6233,all,0.1771,0.82
2026-01-09,auto_pd_v4,0.2954,722.9,0.4865,all,0.0282,0.82
2026-01-09,fraud_card_v7,1.0,68.12,,card_present_pos,0.2966,0.8779
2026-01-09,fraud_card_v7,1.0,75.24,,card_present_pos,0.2995,0.8797
2026-01-09,fraud_card_v7,1.0,189.43,,card_present_pos,0.3495,0.9097
2026-01-09,fraud_card_v7,4.0,119.56,,card_present_pos,0.7387,0.8568
2026-01-09,fraud_card_v7,4.0,43.15,,card_present_pos,0.7081,0.8751
2026-01-09,fraud_card_v7,4.0,16.3,,card_present_pos,0.6969,0.8819
2026-01-09,fraud_card_v7,5.0,87.79,,card_present_pos,0.8286,0.8029
